"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "Proportion" "Area"
20 "Ellipsoid" "Croker river" 0.15 5 1 0.3 1962
20 "Ellipsoid" "Croker river" 0.15 5 1 0.4 2693
20 "Ellipsoid" "Croker river" 0.15 5 1 0.5 3456
20 "Ellipsoid" "Croker river" 0.15 5 1 0.6 4252
20 "Ellipsoid" "Croker river" 0.15 5 1 0.7 5084
20 "Ellipsoid" "Croker river" 0.15 5 1 0.8 5954
20 "Ellipsoid" "Croker river" 0.15 5 1 0.9 6867
20 "Ellipsoid" "Croker river" 0.15 5 1 1 7845
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.1 404
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.2 887
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.3 1428
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.4 2031
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.5 2705
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.6 3452
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.7 4284
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.8 5219
21 "Disk" "Phillip SW Belize" 0.1 5 1 0.9 6313
21 "Disk" "Phillip SW Belize" 0.1 5 1 1 7845
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.1 410
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.2 896
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.3 1442
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.4 2051
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.5 2732
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.6 3500
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.7 4364
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.8 5349
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 0.9 6480
22 "Ellipsoid" "Phillip SW Belize" 0.1 5 1 1 7845
23 "Disk" "Lake Charles" 0.1 5 1 0.1 414
23 "Disk" "Lake Charles" 0.1 5 1 0.2 907
23 "Disk" "Lake Charles" 0.1 5 1 0.3 1461
23 "Disk" "Lake Charles" 0.1 5 1 0.4 2075
23 "Disk" "Lake Charles" 0.1 5 1 0.5 2749
23 "Disk" "Lake Charles" 0.1 5 1 0.6 3493
23 "Disk" "Lake Charles" 0.1 5 1 0.7 4322
23 "Disk" "Lake Charles" 0.1 5 1 0.8 5261
23 "Disk" "Lake Charles" 0.1 5 1 0.9 6352
23 "Disk" "Lake Charles" 0.1 5 1 1 7845
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.1 426
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.2 921
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.3 1474
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.4 2093
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.5 2783
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.6 3550
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.7 4414
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.8 5397
24 "Ellipsoid" "Lake Charles" 0.1 5 1 0.9 6514
24 "Ellipsoid" "Lake Charles" 0.1 5 1 1 7845
25 "Disk" "McMinnville" 0.1 5 1 0.1 458
25 "Disk" "McMinnville" 0.1 5 1 0.2 993
25 "Disk" "McMinnville" 0.1 5 1 0.3 1583
25 "Disk" "McMinnville" 0.1 5 1 0.4 2228
25 "Disk" "McMinnville" 0.1 5 1 0.5 2932
25 "Disk" "McMinnville" 0.1 5 1 0.6 3700
25 "Disk" "McMinnville" 0.1 5 1 0.7 4537
25 "Disk" "McMinnville" 0.1 5 1 0.8 5457
25 "Disk" "McMinnville" 0.1 5 1 0.9 6499
25 "Disk" "McMinnville" 0.1 5 1 1 7845
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.1 472
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.2 1007
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.3 1603
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.4 2264
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.5 2988
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.6 3776
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.7 4644
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.8 5599
26 "Ellipsoid" "McMinnville" 0.1 5 1 0.9 6647
26 "Ellipsoid" "McMinnville" 0.1 5 1 1 7845
27 "Disk" "Lindenberg" 0.1 5 1 0.1 472
27 "Disk" "Lindenberg" 0.1 5 1 0.2 1019
27 "Disk" "Lindenberg" 0.1 5 1 0.3 1618
27 "Disk" "Lindenberg" 0.1 5 1 0.4 2273
27 "Disk" "Lindenberg" 0.1 5 1 0.5 2984
27 "Disk" "Lindenberg" 0.1 5 1 0.6 3756
27 "Disk" "Lindenberg" 0.1 5 1 0.7 4595
27 "Disk" "Lindenberg" 0.1 5 1 0.8 5518
27 "Disk" "Lindenberg" 0.1 5 1 0.9 6552
27 "Disk" "Lindenberg" 0.1 5 1 1 7845
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.1 488
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.2 1041
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.3 1654
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.4 2330
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.5 3063
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.6 3856
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.7 4723
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.8 5664
28 "Ellipsoid" "Lindenberg" 0.1 5 1 0.9 6686
28 "Ellipsoid" "Lindenberg" 0.1 5 1 1 7845
29 "Disk" "Croker river" 0.1 5 1 0.1 555
29 "Disk" "Croker river" 0.1 5 1 0.2 1179
29 "Disk" "Croker river" 0.1 5 1 0.3 1844
29 "Disk" "Croker river" 0.1 5 1 0.4 2545
29 "Disk" "Croker river" 0.1 5 1 0.5 3284
29 "Disk" "Croker river" 0.1 5 1 0.6 4065
29 "Disk" "Croker river" 0.1 5 1 0.7 4893
29 "Disk" "Croker river" 0.1 5 1 0.8 5779
29 "Disk" "Croker river" 0.1 5 1 0.9 6741
29 "Disk" "Croker river" 0.1 5 1 1 7845
30 "Ellipsoid" "Croker river" 0.1 5 1 0.1 592
30 "Ellipsoid" "Croker river" 0.1 5 1 0.2 1241
30 "Ellipsoid" "Croker river" 0.1 5 1 0.3 1934
30 "Ellipsoid" "Croker river" 0.1 5 1 0.4 2661
30 "Ellipsoid" "Croker river" 0.1 5 1 0.5 3422
30 "Ellipsoid" "Croker river" 0.1 5 1 0.6 4218
30 "Ellipsoid" "Croker river" 0.1 5 1 0.7 5053
30 "Ellipsoid" "Croker river" 0.1 5 1 0.8 5930
30 "Ellipsoid" "Croker river" 0.1 5 1 0.9 6852
30 "Ellipsoid" "Croker river" 0.1 5 1 1 7845
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.1 376
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.2 829
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.3 1342
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.4 1919
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.5 2567
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.6 3293
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.7 4110
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.8 5044
31 "Disk" "Phillip SW Belize" 0.05 5 1 0.9 6161
31 "Disk" "Phillip SW Belize" 0.05 5 1 1 7845
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.1 385
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.2 847
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.3 1371
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.4 1959
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.5 2621
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.6 3376
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.7 4237
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.8 5233
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 0.9 6400
32 "Ellipsoid" "Phillip SW Belize" 0.05 5 1 1 7845
33 "Disk" "Lake Charles" 0.05 5 1 0.1 386
33 "Disk" "Lake Charles" 0.05 5 1 0.2 851
33 "Disk" "Lake Charles" 0.05 5 1 0.3 1378
33 "Disk" "Lake Charles" 0.05 5 1 0.4 1967
33 "Disk" "Lake Charles" 0.05 5 1 0.5 2619
33 "Disk" "Lake Charles" 0.05 5 1 0.6 3343
33 "Disk" "Lake Charles" 0.05 5 1 0.7 4160
33 "Disk" "Lake Charles" 0.05 5 1 0.8 5099
33 "Disk" "Lake Charles" 0.05 5 1 0.9 6215
33 "Disk" "Lake Charles" 0.05 5 1 1 7845
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.1 402
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.2 874
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.3 1407
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.4 2006
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.5 2679
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.6 3437
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.7 4298
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.8 5293
34 "Ellipsoid" "Lake Charles" 0.05 5 1 0.9 6444
34 "Ellipsoid" "Lake Charles" 0.05 5 1 1 7845
35 "Disk" "McMinnville" 0.05 5 1 0.1 432
35 "Disk" "McMinnville" 0.05 5 1 0.2 942
35 "Disk" "McMinnville" 0.05 5 1 0.3 1511
35 "Disk" "McMinnville" 0.05 5 1 0.4 2136
35 "Disk" "McMinnville" 0.05 5 1 0.5 2824
35 "Disk" "McMinnville" 0.05 5 1 0.6 3580
35 "Disk" "McMinnville" 0.05 5 1 0.7 4412
