"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalRad"
823 "Disk" "Lake Charles" 0.1 10 4 1835102111.24399
824 "Ellipsoid" "Lake Charles" 0.1 10 4 1858377192.21888
825 "Disk" "McMinnville" 0.1 10 4 2330191747.57281
826 "Ellipsoid" "McMinnville" 0.1 10 4 2329460034.90253
827 "Disk" "Lindenberg" 0.1 10 4 2147442903.01024
828 "Ellipsoid" "Lindenberg" 0.1 10 4 2138985299.88325
829 "Disk" "Croker river" 0.1 10 4 2747181525.76499
830 "Ellipsoid" "Croker river" 0.1 10 4 2703801023.17098
831 "Disk" "Phillip SW Belize" 0.05 10 4 1646286793.23409
832 "Ellipsoid" "Phillip SW Belize" 0.05 10 4 1654725147.70209
833 "Disk" "Lake Charles" 0.05 10 4 1658814527.47133
834 "Ellipsoid" "Lake Charles" 0.05 10 4 1680350798.80195
835 "Disk" "McMinnville" 0.05 10 4 2119285663.85882
836 "Ellipsoid" "McMinnville" 0.05 10 4 2115255989.32857
837 "Disk" "Lindenberg" 0.05 10 4 1957451347.19127
838 "Ellipsoid" "Lindenberg" 0.05 10 4 1946131813.80504
839 "Disk" "Croker river" 0.05 10 4 2517170080.54625
840 "Ellipsoid" "Croker river" 0.05 10 4 2470173941.19004
841 "Disk" "Phillip SW Belize" 0 10 4 1485401720.8352
842 "Ellipsoid" "Phillip SW Belize" 0 10 4 1493094386.16736
843 "Disk" "Lake Charles" 0 10 4 1497602123.24054
844 "Ellipsoid" "Lake Charles" 0 10 4 1517340804.50782
845 "Disk" "McMinnville" 0 10 4 1926403635.98434
846 "Ellipsoid" "McMinnville" 0 10 4 1919029706.49739
847 "Disk" "Lindenberg" 0 10 4 1783644398.25198
848 "Ellipsoid" "Lindenberg" 0 10 4 1769424062.58955
849 "Disk" "Croker river" 0 10 4 2306324710.59491
850 "Ellipsoid" "Croker river" 0 10 4 2255820938.51339
851 "Disk" "Phillip SW Belize" 0.2 15 4 2413051649.83586
852 "Ellipsoid" "Phillip SW Belize" 0.2 15 4 2432743285.23435
853 "Disk" "Lake Charles" 0.2 15 4 2425844706.66074
854 "Ellipsoid" "Lake Charles" 0.2 15 4 2461871844.83602
855 "Disk" "McMinnville" 0.2 15 4 3018210811.35948
856 "Ellipsoid" "McMinnville" 0.2 15 4 3036677965.72797
857 "Disk" "Lindenberg" 0.2 15 4 2762701816.01242
858 "Ellipsoid" "Lindenberg" 0.2 15 4 2773468078.78903
859 "Disk" "Croker river" 0.2 15 4 3407386849.51801
860 "Ellipsoid" "Croker river" 0.2 15 4 3407633645.15218
861 "Disk" "Phillip SW Belize" 0.15 15 4 2208022163.67567
862 "Ellipsoid" "Phillip SW Belize" 0.15 15 4 2227189304.57313
863 "Disk" "Lake Charles" 0.15 15 4 2219973841.83482
864 "Ellipsoid" "Lake Charles" 0.15 15 4 2254422999.21824
865 "Disk" "McMinnville" 0.15 15 4 2771105843.24221
866 "Ellipsoid" "McMinnville" 0.15 15 4 2786108127.91577
867 "Disk" "Lindenberg" 0.15 15 4 2540113323.70688
868 "Ellipsoid" "Lindenberg" 0.15 15 4 2547631441.02452
869 "Disk" "Croker river" 0.15 15 4 3136998877.91584
870 "Ellipsoid" "Croker river" 0.15 15 4 3132989636.29737
871 "Disk" "Phillip SW Belize" 0.1 15 4 2019601792.7677
872 "Ellipsoid" "Phillip SW Belize" 0.1 15 4 2038206536.83421
873 "Disk" "Lake Charles" 0.1 15 4 2030950189.52985
874 "Ellipsoid" "Lake Charles" 0.1 15 4 2063697673.2978
875 "Disk" "McMinnville" 0.1 15 4 2544371198.09865
876 "Ellipsoid" "McMinnville" 0.1 15 4 2555765101.88584
877 "Disk" "Lindenberg" 0.1 15 4 2335891751.73468
878 "Ellipsoid" "Lindenberg" 0.1 15 4 2340023043.1778
879 "Disk" "Croker river" 0.1 15 4 2888753613.01235
880 "Ellipsoid" "Croker river" 0.1 15 4 2880425054.28146
881 "Disk" "Phillip SW Belize" 0.05 15 4 1846690284.28438
882 "Ellipsoid" "Phillip SW Belize" 0.05 15 4 1864706469.13938
883 "Disk" "Lake Charles" 0.05 15 4 1857608535.31747
884 "Ellipsoid" "Lake Charles" 0.05 15 4 1888559708.24044
885 "Disk" "McMinnville" 0.05 15 4 2336525667.42503
886 "Ellipsoid" "McMinnville" 0.05 15 4 2344197206.98303
887 "Disk" "Lindenberg" 0.05 15 4 2148676861.12383
888 "Ellipsoid" "Lindenberg" 0.05 15 4 2149306747.59149
889 "Disk" "Croker river" 0.05 15 4 2660932032.76671
890 "Ellipsoid" "Croker river" 0.05 15 4 2648251241.18051
891 "Disk" "Phillip SW Belize" 0 15 4 1688248269.5043
892 "Ellipsoid" "Phillip SW Belize" 0 15 4 1705658991.68461
893 "Disk" "Lake Charles" 0 15 4 1698849788.83001
894 "Ellipsoid" "Lake Charles" 0 15 4 1727935612.43355
895 "Disk" "McMinnville" 0 15 4 2146181790.14321
896 "Ellipsoid" "McMinnville" 0 15 4 2150041761.71504
897 "Disk" "Lindenberg" 0 15 4 1977197470.72842
898 "Ellipsoid" "Lindenberg" 0 15 4 1974231634.28929
899 "Disk" "Croker river" 0 15 4 2451941205.17581
900 "Ellipsoid" "Croker river" 0 15 4 2434899127.20798
901 "Disk" "Phillip SW Belize" 0.2 20 4 2998674070.25828
902 "Ellipsoid" "Phillip SW Belize" 0.2 20 4 3057155314.40084
903 "Disk" "Lake Charles" 0.2 20 4 3011508870.22443
904 "Ellipsoid" "Lake Charles" 0.2 20 4 3090198059.32946
905 "Disk" "McMinnville" 0.2 20 4 3663592151.83261
906 "Ellipsoid" "McMinnville" 0.2 20 4 3743689967.70132
907 "Disk" "Lindenberg" 0.2 20 4 3325731323.24867
908 "Ellipsoid" "Lindenberg" 0.2 20 4 3404662694.34868
909 "Disk" "Croker river" 0.2 20 4 3826695759.24833
910 "Ellipsoid" "Croker river" 0.2 20 4 3963637364.80733
911 "Disk" "Phillip SW Belize" 0.15 20 4 2812112114.55361
912 "Ellipsoid" "Phillip SW Belize" 0.15 20 4 2870847168.1954
913 "Disk" "Lake Charles" 0.15 20 4 2823964372.39619
914 "Ellipsoid" "Lake Charles" 0.15 20 4 2901971147.18293
915 "Disk" "McMinnville" 0.15 20 4 3436141102.41045
916 "Ellipsoid" "McMinnville" 0.15 20 4 3513924693.24407
917 "Disk" "Lindenberg" 0.15 20 4 3120085114.46232
918 "Ellipsoid" "Lindenberg" 0.15 20 4 3197061264.4041
919 "Disk" "Croker river" 0.15 20 4 3568736945.92291
920 "Ellipsoid" "Croker river" 0.15 20 4 3704017556.01779
921 "Disk" "Phillip SW Belize" 0.1 20 4 2640577777.255
922 "Ellipsoid" "Phillip SW Belize" 0.1 20 4 2699446077.73135
923 "Disk" "Lake Charles" 0.1 20 4 2651688153.94685
924 "Ellipsoid" "Lake Charles" 0.1 20 4 2728791966.94799
925 "Disk" "McMinnville" 0.1 20 4 3227328427.68782
926 "Ellipsoid" "McMinnville" 0.1 20 4 3302495380.93709
927 "Disk" "Lindenberg" 0.1 20 4 2931312885.82343
928 "Ellipsoid" "Lindenberg" 0.1 20 4 3006010165.19826
929 "Disk" "Croker river" 0.1 20 4 3331909497.55082
930 "Ellipsoid" "Croker river" 0.1 20 4 3465032234.14322
931 "Disk" "Phillip SW Belize" 0.05 20 4 2483043702.16508
932 "Ellipsoid" "Phillip SW Belize" 0.05 20 4 2541951119.34678
933 "Disk" "Lake Charles" 0.05 20 4 2493588937.68407
934 "Ellipsoid" "Lake Charles" 0.05 20 4 2569613764.47553
935 "Disk" "McMinnville" 0.05 20 4 3035763194.2155
936 "Ellipsoid" "McMinnville" 0.05 20 4 3108060785.97095
937 "Disk" "Lindenberg" 0.05 20 4 2758139239.07195
938 "Ellipsoid" "Lindenberg" 0.05 20 4 2830277505.20438
939 "Disk" "Croker river" 0.05 20 4 3114571992.19034
940 "Ellipsoid" "Croker river" 0.05 20 4 3245099706.81463
941 "Disk" "Phillip SW Belize" 0 20 4 2338539967.02899
942 "Ellipsoid" "Phillip SW Belize" 0 20 4 2397415753.11203
943 "Disk" "Lake Charles" 0 20 4 2348637764.9756
944 "Ellipsoid" "Lake Charles" 0 20 4 2423448142.87144
945 "Disk" "McMinnville" 0 20 4 2860143651.58819
946 "Ellipsoid" "McMinnville" 0 20 4 2929362936.86314
947 "Disk" "Lindenberg" 0 20 4 2599373750.65582
948 "Ellipsoid" "Lindenberg" 0 20 4 2668711078.08591
949 "Disk" "Croker river" 0 20 4 2915204966.04171
950 "Ellipsoid" "Croker river" 0 20 4 3042751373.8766
951 "Disk" "Phillip SW Belize" 0.2 25 4 3409179114.10386
952 "Ellipsoid" "Phillip SW Belize" 0.2 25 4 3502306022.60859
953 "Disk" "Lake Charles" 0.2 25 4 3410619639.93435
954 "Ellipsoid" "Lake Charles" 0.2 25 4 3529963328.95185
955 "Disk" "McMinnville" 0.2 25 4 4079070883.95159
956 "Ellipsoid" "McMinnville" 0.2 25 4 4225995019.27341
957 "Disk" "Lindenberg" 0.2 25 4 3673873410.08438
958 "Ellipsoid" "Lindenberg" 0.2 25 4 3826592948.29482
959 "Disk" "Croker river" 0.2 25 4 4056221066.99953
960 "Ellipsoid" "Croker river" 0.2 25 4 4314294494.79903
961 "Disk" "Phillip SW Belize" 0.15 25 4 3234586832.12213
962 "Ellipsoid" "Phillip SW Belize" 0.15 25 4 3328730228.47816
963 "Disk" "Lake Charles" 0.15 25 4 3234312984.0359
964 "Ellipsoid" "Lake Charles" 0.15 25 4 3354218586.69323
965 "Disk" "McMinnville" 0.15 25 4 3862889837.83483
966 "Ellipsoid" "McMinnville" 0.15 25 4 4009135163.85387
967 "Disk" "Lindenberg" 0.15 25 4 3477262406.82594
968 "Ellipsoid" "Lindenberg" 0.15 25 4 3629771103.51619
969 "Disk" "Croker river" 0.15 25 4 3802934354.08129
970 "Ellipsoid" "Croker river" 0.15 25 4 4062228527.56764
971 "Disk" "Phillip SW Belize" 0.1 25 4 3074024826.61074
972 "Ellipsoid" "Phillip SW Belize" 0.1 25 4 3168956456.89642
973 "Disk" "Lake Charles" 0.1 25 4 3072360864.65046
974 "Ellipsoid" "Lake Charles" 0.1 25 4 3192469783.98557
975 "Disk" "McMinnville" 0.1 25 4 3664483313.87128
976 "Ellipsoid" "McMinnville" 0.1 25 4 3809473531.42048
977 "Disk" "Lindenberg" 0.1 25 4 3296824725.92221
978 "Ellipsoid" "Lindenberg" 0.1 25 4 3448486365.98117
979 "Disk" "Croker river" 0.1 25 4 3570282419.05624
980 "Ellipsoid" "Croker river" 0.1 25 4 3829871591.76171
981 "Disk" "Phillip SW Belize" 0.05 25 4 2926545021.13746
982 "Ellipsoid" "Phillip SW Belize" 0.05 25 4 3022067640.15126
983 "Disk" "Lake Charles" 0.05 25 4 2923759268.8799
984 "Ellipsoid" "Lake Charles" 0.05 25 4 3043757143.22679
985 "Disk" "McMinnville" 0.05 25 4 3482561028.08739
986 "Ellipsoid" "McMinnville" 0.05 25 4 3625773912.47141
987 "Disk" "Lindenberg" 0.05 25 4 3131374257.80073
988 "Ellipsoid" "Lindenberg" 0.05 25 4 3281601940.73154
989 "Disk" "Croker river" 0.05 25 4 3356689252.63986
990 "Ellipsoid" "Croker river" 0.05 25 4 3615727778.12965
991 "Disk" "Phillip SW Belize" 0 25 4 2791252462.14118
992 "Ellipsoid" "Phillip SW Belize" 0 25 4 2887196161.06686
993 "Disk" "Lake Charles" 0 25 4 2787561069.64662
994 "Ellipsoid" "Lake Charles" 0 25 4 2907173644.38409
995 "Disk" "McMinnville" 0 25 4 3315914027.78899
996 "Ellipsoid" "McMinnville" 0 25 4 3456876064.55003
997 "Disk" "Lindenberg" 0 25 4 2979802299.71897
998 "Ellipsoid" "Lindenberg" 0 25 4 3128053842.31388
999 "Disk" "Croker river" 0 25 4 3160693984.89995
1000 "Ellipsoid" "Croker river" 0 25 4 3418407672.36717
1001 "Disk" "Phillip SW Belize" 0.2 5 5 1875031345.69738
1002 "Ellipsoid" "Phillip SW Belize" 0.2 5 5 1913890242.00563
1003 "Disk" "Lake Charles" 0.2 5 5 1926899444.41124
1004 "Ellipsoid" "Lake Charles" 0.2 5 5 1971365032.86055
1005 "Disk" "McMinnville" 0.2 5 5 2505639231.51418
1006 "Ellipsoid" "McMinnville" 0.2 5 5 2552863965.07046
1007 "Disk" "Lindenberg" 0.2 5 5 2343270192.72611
1008 "Ellipsoid" "Lindenberg" 0.2 5 5 2374369414.62901
1009 "Disk" "Croker river" 0.2 5 5 3148332912.03345
1010 "Ellipsoid" "Croker river" 0.2 5 5 3169529588.43519
1011 "Disk" "Phillip SW Belize" 0.15 5 5 1664325533.18963
1012 "Ellipsoid" "Phillip SW Belize" 0.15 5 5 1707853548.75601
1013 "Disk" "Lake Charles" 0.15 5 5 1714034020.92703
1014 "Ellipsoid" "Lake Charles" 0.15 5 5 1763287229.0538
1015 "Disk" "McMinnville" 0.15 5 5 2246348964.69541
1016 "Ellipsoid" "McMinnville" 0.15 5 5 2299955625.56599
1017 "Disk" "Lindenberg" 0.15 5 5 2109127433.62606
1018 "Ellipsoid" "Lindenberg" 0.15 5 5 2145509864.39979
1019 "Disk" "Croker river" 0.15 5 5 2864637184.09063
1020 "Ellipsoid" "Croker river" 0.15 5 5 2890277138.38447
1021 "Disk" "Phillip SW Belize" 0.1 5 5 1472048321.58168
1022 "Ellipsoid" "Phillip SW Belize" 0.1 5 5 1520044254.50512
1023 "Disk" "Lake Charles" 0.1 5 5 1519665711.11489
1024 "Ellipsoid" "Lake Charles" 0.1 5 5 1573551493.77503
1025 "Disk" "McMinnville" 0.1 5 5 2009136557.63733
1026 "Ellipsoid" "McMinnville" 0.1 5 5 2068904870.13613
1027 "Disk" "Lindenberg" 0.1 5 5 1894840323.9062
1028 "Ellipsoid" "Lindenberg" 0.1 5 5 1936237116.03387
1029 "Disk" "Croker river" 0.1 5 5 2604139389.62898
1030 "Ellipsoid" "Croker river" 0.1 5 5 2633927932.92303
1031 "Disk" "Phillip SW Belize" 0.05 5 5 1296904158.53911
1032 "Ellipsoid" "Phillip SW Belize" 0.05 5 5 1349131128.55442
1033 "Disk" "Lake Charles" 0.05 5 5 1342456725.96104
1034 "Ellipsoid" "Lake Charles" 0.05 5 5 1400795832.11453
1035 "Disk" "McMinnville" 0.05 5 5 1792392771.20902
1036 "Ellipsoid" "McMinnville" 0.05 5 5 1858061293.37821
1037 "Disk" "Lindenberg" 0.05 5 5 1698965505.41033
1038 "Ellipsoid" "Lindenberg" 0.05 5 5 1745065755.99272
1039 "Disk" "Croker river" 0.05 5 5 2365142909.51166
1040 "Ellipsoid" "Croker river" 0.05 5 5 2398734925.97768
1041 "Disk" "Phillip SW Belize" 0 5 5 1137666997.10278
1042 "Ellipsoid" "Phillip SW Belize" 0 5 5 1193859315.44196
1043 "Disk" "Lake Charles" 0 5 5 1181141174.86094
1044 "Ellipsoid" "Lake Charles" 0 5 5 1243737110.03748
1045 "Disk" "McMinnville" 0 5 5 1594600359.94869
1046 "Ellipsoid" "McMinnville" 0 5 5 1665877406.77172
1047 "Disk" "Lindenberg" 0 5 5 1520143410.60417
1048 "Ellipsoid" "Lindenberg" 0 5 5 1570605577.2453
1049 "Disk" "Croker river" 0 5 5 2146064749.85056
1050 "Ellipsoid" "Croker river" 0 5 5 2183073198.83446
1051 "Disk" "Phillip SW Belize" 0.2 10 5 2008600096.81944
1052 "Ellipsoid" "Phillip SW Belize" 0.2 10 5 2052208278.16694
1053 "Disk" "Lake Charles" 0.2 10 5 2069576171.37689
1054 "Ellipsoid" "Lake Charles" 0.2 10 5 2117215288.20785
1055 "Disk" "McMinnville" 0.2 10 5 2674884052.66001
1056 "Ellipsoid" "McMinnville" 0.2 10 5 2719407738.07717
1057 "Disk" "Lindenberg" 0.2 10 5 2494847771.24053
1058 "Ellipsoid" "Lindenberg" 0.2 10 5 2522553497.34395
1059 "Disk" "Croker river" 0.2 10 5 3267453315.62865
1060 "Ellipsoid" "Croker river" 0.2 10 5 3298592441.4401
1061 "Disk" "Phillip SW Belize" 0.15 10 5 1801264122.89774
1062 "Ellipsoid" "Phillip SW Belize" 0.15 10 5 1849446564.05186
1063 "Disk" "Lake Charles" 0.15 10 5 1860822426.1388
1064 "Ellipsoid" "Lake Charles" 0.15 10 5 1912902366.3507
1065 "Disk" "McMinnville" 0.15 10 5 2420873172.30686
1066 "Ellipsoid" "McMinnville" 0.15 10 5 2470602838.05764
1067 "Disk" "Lindenberg" 0.15 10 5 2265454648.89452
1068 "Ellipsoid" "Lindenberg" 0.15 10 5 2297085680.97094
1069 "Disk" "Croker river" 0.15 10 5 2986946696.74454
1070 "Ellipsoid" "Croker river" 0.15 10 5 3021179054.69234
1071 "Disk" "Phillip SW Belize" 0.1 10 5 1612052153.15312
1072 "Ellipsoid" "Phillip SW Belize" 0.1 10 5 1664576707.56243
1073 "Disk" "Lake Charles" 0.1 10 5 1670247935.35631
1074 "Ellipsoid" "Lake Charles" 0.1 10 5 1726584887.62151
1075 "Disk" "McMinnville" 0.1 10 5 2188579817.74466
1076 "Ellipsoid" "McMinnville" 0.1 10 5 2243250369.80686
1077 "Disk" "Lindenberg" 0.1 10 5 2055595584.90528
1078 "Ellipsoid" "Lindenberg" 0.1 10 5 2090833201.82236
1079 "Disk" "Croker river" 0.1 10 5 2729332222.54426
1080 "Ellipsoid" "Croker river" 0.1 10 5 2766282323.56462
1081 "Disk" "Phillip SW Belize" 0.05 10 5 1439703188.84023
1082 "Ellipsoid" "Phillip SW Belize" 0.05 10 5 1496300867.68299
1083 "Disk" "Lake Charles" 0.05 10 5 1496546863.99055
1084 "Ellipsoid" "Lake Charles" 0.05 10 5 1556933867.56793
1085 "Disk" "McMinnville" 0.05 10 5 1976428216.33828
1086 "Ellipsoid" "McMinnville" 0.05 10 5 2035738854.82748
1087 "Disk" "Lindenberg" 0.05 10 5 1863856273.20625
1088 "Ellipsoid" "Lindenberg" 0.05 10 5 1902347310.01048
1089 "Disk" "Croker river" 0.05 10 5 2492934435.84911
1090 "Ellipsoid" "Croker river" 0.05 10 5 2532193887.03189
1091 "Disk" "Phillip SW Belize" 0 10 5 1283023493.96119
1092 "Ellipsoid" "Phillip SW Belize" 0 10 5 1343394856.85936
1093 "Disk" "Lake Charles" 0 10 5 1338483616.63485
1094 "Ellipsoid" "Lake Charles" 0 10 5 1402696825.06874
1095 "Disk" "McMinnville" 0 10 5 1782932723.95178
1096 "Ellipsoid" "McMinnville" 0 10 5 1846556887.26061
1097 "Disk" "Lindenberg" 0 10 5 1688904471.90698
1098 "Ellipsoid" "Lindenberg" 0 10 5 1730271751.46361
1099 "Disk" "Croker river" 0 10 5 2276189662.90359
1100 "Ellipsoid" "Croker river" 0 10 5 2317324471.61478
1101 "Disk" "Phillip SW Belize" 0.2 15 5 2335616147.94047
1102 "Ellipsoid" "Phillip SW Belize" 0.2 15 5 2395443672.10868
1103 "Disk" "Lake Charles" 0.2 15 5 2383690580.37941
1104 "Ellipsoid" "Lake Charles" 0.2 15 5 2454324269.36004
1105 "Disk" "McMinnville" 0.2 15 5 3016275901.73452
1106 "Ellipsoid" "McMinnville" 0.2 15 5 3092109794.31077
1107 "Disk" "Lindenberg" 0.2 15 5 2792520155.82779
1108 "Ellipsoid" "Lindenberg" 0.2 15 5 2853464293.52393
1109 "Disk" "Croker river" 0.2 15 5 3490960049.66736
1110 "Ellipsoid" "Croker river" 0.2 15 5 3584674799.86538
1111 "Disk" "Phillip SW Belize" 0.15 15 5 2133304060.03752
1112 "Ellipsoid" "Phillip SW Belize" 0.15 15 5 2197133536.05726
1113 "Disk" "Lake Charles" 0.15 15 5 2178843984.78764
1114 "Ellipsoid" "Lake Charles" 0.15 15 5 2253472208.11696
1115 "Disk" "McMinnville" 0.15 15 5 2766204341.29998
1116 "Ellipsoid" "McMinnville" 0.15 15 5 2846234785.87952
1117 "Disk" "Lindenberg" 0.15 15 5 2566677399.5037
1118 "Ellipsoid" "Lindenberg" 0.15 15 5 2630396178.95618
1119 "Disk" "Croker river" 0.15 15 5 3214581965.55564
1120 "Ellipsoid" "Croker river" 0.15 15 5 3309395348.8591
1121 "Disk" "Phillip SW Belize" 0.1 15 5 1948146120.752
1122 "Ellipsoid" "Phillip SW Belize" 0.1 15 5 2015698928.76536
1123 "Disk" "Lake Charles" 0.1 15 5 1991242205.8782
1124 "Ellipsoid" "Lake Charles" 0.1 15 5 2069577575.42375
1125 "Disk" "McMinnville" 0.1 15 5 2536838677.48185
1126 "Ellipsoid" "McMinnville" 0.1 15 5 2620633526.48522
1127 "Disk" "Lindenberg" 0.1 15 5 2359478840.52344
1128 "Ellipsoid" "Lindenberg" 0.1 15 5 2425488142.7392
1129 "Disk" "Croker river" 0.1 15 5 2960472047.42483
1130 "Ellipsoid" "Croker river" 0.1 15 5 3055728765.04737
1131 "Disk" "Phillip SW Belize" 0.05 15 5 1778974029.31269
1132 "Ellipsoid" "Phillip SW Belize" 0.05 15 5 1849950007.26095
1133 "Disk" "Lake Charles" 0.05 15 5 1819685737.53013
1134 "Ellipsoid" "Lake Charles" 0.05 15 5 1901428254.33428
1135 "Disk" "McMinnville" 0.05 15 5 2326724650.3394
1136 "Ellipsoid" "McMinnville" 0.05 15 5 2413832762.08071
1137 "Disk" "Lindenberg" 0.05 15 5 2169612466.97505
1138 "Ellipsoid" "Lindenberg" 0.05 15 5 2237415087.41952
1139 "Disk" "Croker river" 0.05 15 5 2727013111.87296
1140 "Ellipsoid" "Croker river" 0.05 15 5 2822070695.1805
1141 "Disk" "Phillip SW Belize" 0 15 5 1624679474.98873
1142 "Ellipsoid" "Phillip SW Belize" 0 15 5 1698761793.8868
1143 "Disk" "Lake Charles" 0 15 5 1663037977.48136
1144 "Ellipsoid" "Lake Charles" 0 15 5 1747879707.49163
1145 "Disk" "McMinnville" 0 15 5 2134489944.21556
1146 "Ellipsoid" "McMinnville" 0 15 5 2224448628.82907
1147 "Disk" "Lindenberg" 0 15 5 1995841058.76892
1148 "Ellipsoid" "Lindenberg" 0 15 5 2064934654.96493
1149 "Disk" "Croker river" 0 15 5 2512695002.05381
1150 "Ellipsoid" "Croker river" 0 15 5 2606927191.5138
1151 "Disk" "Phillip SW Belize" 0.2 20 5 2775732412.07293
1152 "Ellipsoid" "Phillip SW Belize" 0.2 20 5 2868749027.14816
1153 "Disk" "Lake Charles" 0.2 20 5 2831327449.59457
1154 "Ellipsoid" "Lake Charles" 0.2 20 5 2931585850.58792
1155 "Disk" "McMinnville" 0.2 20 5 3522396974.07855
1156 "Ellipsoid" "McMinnville" 0.2 20 5 3638945662.58028
1157 "Disk" "Lindenberg" 0.2 20 5 3239178845.26936
1158 "Ellipsoid" "Lindenberg" 0.2 20 5 3346231321.65327
1159 "Disk" "Croker river" 0.2 20 5 3830573555.74375
1160 "Ellipsoid" "Croker river" 0.2 20 5 4030925706.1102
1161 "Disk" "Phillip SW Belize" 0.15 20 5 2582356212.20474
1162 "Ellipsoid" "Phillip SW Belize" 0.15 20 5 2680384503.28903
1163 "Disk" "Lake Charles" 0.15 20 5 2635373210.74729
1164 "Ellipsoid" "Lake Charles" 0.15 20 5 2740581823.79295
1165 "Disk" "McMinnville" 0.15 20 5 3282658367.56476
1166 "Ellipsoid" "McMinnville" 0.15 20 5 3404134156.27856
1167 "Disk" "Lindenberg" 0.15 20 5 3022442894.40564
1168 "Ellipsoid" "Lindenberg" 0.15 20 5 3133055494.30972
1169 "Disk" "Croker river" 0.15 20 5 3560515790.10926
1170 "Ellipsoid" "Croker river" 0.15 20 5 3763994521.70913
1171 "Disk" "Phillip SW Belize" 0.1 20 5 2404739993.78487
1172 "Ellipsoid" "Phillip SW Belize" 0.1 20 5 2507466107.40458
1173 "Disk" "Lake Charles" 0.1 20 5 2455183544.82966
1174 "Ellipsoid" "Lake Charles" 0.1 20 5 2565066247.71821
1175 "Disk" "McMinnville" 0.1 20 5 3061965675.0707
1176 "Ellipsoid" "McMinnville" 0.1 20 5 3187926289.69736
1177 "Disk" "Lindenberg" 0.1 20 5 2822894243.84036
1178 "Ellipsoid" "Lindenberg" 0.1 20 5 2936549811.70195
1179 "Disk" "Croker river" 0.1 20 5 3311615568.47343
1180 "Ellipsoid" "Croker river" 0.1 20 5 3517344935.28669
1181 "Disk" "Phillip SW Belize" 0.05 20 5 2241814196.67853
1182 "Ellipsoid" "Phillip SW Belize" 0.05 20 5 2348908813.94385
1183 "Disk" "Lake Charles" 0.05 20 5 2289655726.78051
1184 "Ellipsoid" "Lake Charles" 0.05 20 5 2403933578.38513
1185 "Disk" "McMinnville" 0.05 20 5 2858974257.32098
1186 "Ellipsoid" "McMinnville" 0.05 20 5 2988975320.9316
1187 "Disk" "Lindenberg" 0.05 20 5 2639319519.06912
1188 "Ellipsoid" "Lindenberg" 0.05 20 5 2755505733.63259
1189 "Disk" "Croker river" 0.05 20 5 3082335816.37265
1190 "Ellipsoid" "Croker river" 0.05 20 5 3289484064.56841
1191 "Disk" "Phillip SW Belize" 0 20 5 2092563078.21713
1192 "Ellipsoid" "Phillip SW Belize" 0 20 5 2203685148.65026
1193 "Disk" "Lake Charles" 0 20 5 2137744304.0783
1194 "Ellipsoid" "Lake Charles" 0 20 5 2256138840.85914
1195 "Disk" "McMinnville" 0 20 5 2672415931.65167
1196 "Ellipsoid" "McMinnville" 0 20 5 2806015725.45791
1197 "Disk" "Lindenberg" 0 20 5 2470575413.52772
1198 "Ellipsoid" "Lindenberg" 0 20 5 2588789967.01841
1199 "Disk" "Croker river" 0 20 5 2871242001.95489
1200 "Ellipsoid" "Croker river" 0 20 5 3079021534.21946
1201 "Disk" "Phillip SW Belize" 0.2 25 5 3305675034.31236
1202 "Ellipsoid" "Phillip SW Belize" 0.2 25 5 3425209286.07769
1203 "Disk" "Lake Charles" 0.2 25 5 3349760913.15689
1204 "Ellipsoid" "Lake Charles" 0.2 25 5 3481881256.89917
1205 "Disk" "McMinnville" 0.2 25 5 4072135633.3269
1206 "Ellipsoid" "McMinnville" 0.2 25 5 4248549605.96453
1207 "Disk" "Lindenberg" 0.2 25 5 3714657177.77373
1208 "Ellipsoid" "Lindenberg" 0.2 25 5 3886684317.30885
1209 "Disk" "Croker river" 0.2 25 5 4185831701.07342
1210 "Ellipsoid" "Croker river" 0.2 25 5 4504331620.05756
1211 "Disk" "Phillip SW Belize" 0.15 25 5 3128414557.50878
1212 "Ellipsoid" "Phillip SW Belize" 0.15 25 5 3252295774.6985
1213 "Disk" "Lake Charles" 0.15 25 5 3168415550.62342
1214 "Ellipsoid" "Lake Charles" 0.15 25 5 3305537550.68148
1215 "Disk" "McMinnville" 0.15 25 5 3846124112.33188
1216 "Ellipsoid" "McMinnville" 0.15 25 5 4028589563.88156
1217 "Disk" "Lindenberg" 0.15 25 5 3509169983.47181
1218 "Ellipsoid" "Lindenberg" 0.15 25 5 3686105254.39999
1219 "Disk" "Croker river" 0.15 25 5 3923004886.35674
1220 "Ellipsoid" "Croker river" 0.15 25 5 4246930022.18883
1221 "Disk" "Phillip SW Belize" 0.1 25 5 2965679067.54842
1222 "Ellipsoid" "Phillip SW Belize" 0.1 25 5 3093449207.11225
1223 "Disk" "Lake Charles" 0.1 25 5 3001560484.07885
1224 "Ellipsoid" "Lake Charles" 0.1 25 5 3143302278.79073
1225 "Disk" "McMinnville" 0.1 25 5 3637728829.30339
1226 "Ellipsoid" "McMinnville" 0.1 25 5 3825662175.97903
1227 "Disk" "Lindenberg" 0.1 25 5 3319608270.60868
1228 "Ellipsoid" "Lindenberg" 0.1 25 5 3500790897.90311
1229 "Disk" "Croker river" 0.1 25 5 3680456699.92544
1230 "Ellipsoid" "Croker river" 0.1 25 5 4008585966.46396
