"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalFull"
943 "Disk" "Lake Charles" 0 20 4 3284415
944 "Ellipsoid" "Lake Charles" 0 20 4 2044074
945 "Disk" "McMinnville" 0 20 4 3560250
946 "Ellipsoid" "McMinnville" 0 20 4 1838455
947 "Disk" "Lindenberg" 0 20 4 3535371
948 "Ellipsoid" "Lindenberg" 0 20 4 1693265
949 "Disk" "Croker river" 0 20 4 4178885
950 "Ellipsoid" "Croker river" 0 20 4 1179422
951 "Disk" "Phillip SW Belize" 0.2 25 4 3796233
952 "Ellipsoid" "Phillip SW Belize" 0.2 25 4 2763401
953 "Disk" "Lake Charles" 0.2 25 4 3870523
954 "Ellipsoid" "Lake Charles" 0.2 25 4 2758065
955 "Disk" "McMinnville" 0.2 25 4 4097470
956 "Ellipsoid" "McMinnville" 0.2 25 4 2528967
957 "Disk" "Lindenberg" 0.2 25 4 4025903
958 "Ellipsoid" "Lindenberg" 0.2 25 4 2348165
959 "Disk" "Croker river" 0.2 25 4 4487089
960 "Ellipsoid" "Croker river" 0.2 25 4 1658100
961 "Disk" "Phillip SW Belize" 0.15 25 4 3796233
962 "Ellipsoid" "Phillip SW Belize" 0.15 25 4 2763401
963 "Disk" "Lake Charles" 0.15 25 4 3870523
964 "Ellipsoid" "Lake Charles" 0.15 25 4 2758065
965 "Disk" "McMinnville" 0.15 25 4 4097470
966 "Ellipsoid" "McMinnville" 0.15 25 4 2528967
967 "Disk" "Lindenberg" 0.15 25 4 4025903
968 "Ellipsoid" "Lindenberg" 0.15 25 4 2348165
969 "Disk" "Croker river" 0.15 25 4 4487089
970 "Ellipsoid" "Croker river" 0.15 25 4 1658100
971 "Disk" "Phillip SW Belize" 0.1 25 4 3796233
972 "Ellipsoid" "Phillip SW Belize" 0.1 25 4 2763401
973 "Disk" "Lake Charles" 0.1 25 4 3870523
974 "Ellipsoid" "Lake Charles" 0.1 25 4 2758065
975 "Disk" "McMinnville" 0.1 25 4 4097470
976 "Ellipsoid" "McMinnville" 0.1 25 4 2528967
977 "Disk" "Lindenberg" 0.1 25 4 4025903
978 "Ellipsoid" "Lindenberg" 0.1 25 4 2348165
979 "Disk" "Croker river" 0.1 25 4 4487089
980 "Ellipsoid" "Croker river" 0.1 25 4 1658100
981 "Disk" "Phillip SW Belize" 0.05 25 4 3796233
982 "Ellipsoid" "Phillip SW Belize" 0.05 25 4 2763401
983 "Disk" "Lake Charles" 0.05 25 4 3870523
984 "Ellipsoid" "Lake Charles" 0.05 25 4 2758065
985 "Disk" "McMinnville" 0.05 25 4 4097470
986 "Ellipsoid" "McMinnville" 0.05 25 4 2528967
987 "Disk" "Lindenberg" 0.05 25 4 4025903
988 "Ellipsoid" "Lindenberg" 0.05 25 4 2348165
989 "Disk" "Croker river" 0.05 25 4 4487089
990 "Ellipsoid" "Croker river" 0.05 25 4 1658100
991 "Disk" "Phillip SW Belize" 0 25 4 3796233
992 "Ellipsoid" "Phillip SW Belize" 0 25 4 2763401
993 "Disk" "Lake Charles" 0 25 4 3870523
994 "Ellipsoid" "Lake Charles" 0 25 4 2758065
995 "Disk" "McMinnville" 0 25 4 4097470
996 "Ellipsoid" "McMinnville" 0 25 4 2528967
997 "Disk" "Lindenberg" 0 25 4 4025903
998 "Ellipsoid" "Lindenberg" 0 25 4 2348165
999 "Disk" "Croker river" 0 25 4 4487089
1000 "Ellipsoid" "Croker river" 0 25 4 1658100
1001 "Disk" "Phillip SW Belize" 0.2 5 5 1622052
1002 "Ellipsoid" "Phillip SW Belize" 0.2 5 5 521554
1003 "Disk" "Lake Charles" 0.2 5 5 1727853
1004 "Ellipsoid" "Lake Charles" 0.2 5 5 493872
1005 "Disk" "McMinnville" 0.2 5 5 2056972
1006 "Ellipsoid" "McMinnville" 0.2 5 5 382349
1007 "Disk" "Lindenberg" 0.2 5 5 2138313
1008 "Ellipsoid" "Lindenberg" 0.2 5 5 310586
1009 "Disk" "Croker river" 0.2 5 5 3197360
1010 "Ellipsoid" "Croker river" 0.2 5 5 119320
1011 "Disk" "Phillip SW Belize" 0.15 5 5 1622052
1012 "Ellipsoid" "Phillip SW Belize" 0.15 5 5 521554
1013 "Disk" "Lake Charles" 0.15 5 5 1727853
1014 "Ellipsoid" "Lake Charles" 0.15 5 5 493872
1015 "Disk" "McMinnville" 0.15 5 5 2056972
1016 "Ellipsoid" "McMinnville" 0.15 5 5 382349
1017 "Disk" "Lindenberg" 0.15 5 5 2138313
1018 "Ellipsoid" "Lindenberg" 0.15 5 5 310586
1019 "Disk" "Croker river" 0.15 5 5 3197360
1020 "Ellipsoid" "Croker river" 0.15 5 5 119320
1021 "Disk" "Phillip SW Belize" 0.1 5 5 1622052
1022 "Ellipsoid" "Phillip SW Belize" 0.1 5 5 521554
1023 "Disk" "Lake Charles" 0.1 5 5 1727853
1024 "Ellipsoid" "Lake Charles" 0.1 5 5 493872
1025 "Disk" "McMinnville" 0.1 5 5 2056972
1026 "Ellipsoid" "McMinnville" 0.1 5 5 382349
1027 "Disk" "Lindenberg" 0.1 5 5 2138313
1028 "Ellipsoid" "Lindenberg" 0.1 5 5 310586
1029 "Disk" "Croker river" 0.1 5 5 3197360
1030 "Ellipsoid" "Croker river" 0.1 5 5 119320
1031 "Disk" "Phillip SW Belize" 0.05 5 5 1622052
1032 "Ellipsoid" "Phillip SW Belize" 0.05 5 5 521554
1033 "Disk" "Lake Charles" 0.05 5 5 1727853
1034 "Ellipsoid" "Lake Charles" 0.05 5 5 493872
1035 "Disk" "McMinnville" 0.05 5 5 2056972
1036 "Ellipsoid" "McMinnville" 0.05 5 5 382349
1037 "Disk" "Lindenberg" 0.05 5 5 2138313
1038 "Ellipsoid" "Lindenberg" 0.05 5 5 310586
1039 "Disk" "Croker river" 0.05 5 5 3197360
1040 "Ellipsoid" "Croker river" 0.05 5 5 119320
1041 "Disk" "Phillip SW Belize" 0 5 5 1622052
1042 "Ellipsoid" "Phillip SW Belize" 0 5 5 521554
1043 "Disk" "Lake Charles" 0 5 5 1727853
1044 "Ellipsoid" "Lake Charles" 0 5 5 493872
1045 "Disk" "McMinnville" 0 5 5 2056972
1046 "Ellipsoid" "McMinnville" 0 5 5 382349
1047 "Disk" "Lindenberg" 0 5 5 2138313
1048 "Ellipsoid" "Lindenberg" 0 5 5 310586
1049 "Disk" "Croker river" 0 5 5 3197360
1050 "Ellipsoid" "Croker river" 0 5 5 119320
1051 "Disk" "Phillip SW Belize" 0.2 10 5 1810732
1052 "Ellipsoid" "Phillip SW Belize" 0.2 10 5 696700
1053 "Disk" "Lake Charles" 0.2 10 5 1935311
1054 "Ellipsoid" "Lake Charles" 0.2 10 5 689466
1055 "Disk" "McMinnville" 0.2 10 5 2276908
1056 "Ellipsoid" "McMinnville" 0.2 10 5 581986
1057 "Disk" "Lindenberg" 0.2 10 5 2353398
1058 "Ellipsoid" "Lindenberg" 0.2 10 5 501473
1059 "Disk" "Croker river" 0.2 10 5 3358194
1060 "Ellipsoid" "Croker river" 0.2 10 5 245226
1061 "Disk" "Phillip SW Belize" 0.15 10 5 1810732
1062 "Ellipsoid" "Phillip SW Belize" 0.15 10 5 696700
1063 "Disk" "Lake Charles" 0.15 10 5 1935311
1064 "Ellipsoid" "Lake Charles" 0.15 10 5 689466
1065 "Disk" "McMinnville" 0.15 10 5 2276908
1066 "Ellipsoid" "McMinnville" 0.15 10 5 581986
1067 "Disk" "Lindenberg" 0.15 10 5 2353398
1068 "Ellipsoid" "Lindenberg" 0.15 10 5 501473
1069 "Disk" "Croker river" 0.15 10 5 3358194
1070 "Ellipsoid" "Croker river" 0.15 10 5 245226
1071 "Disk" "Phillip SW Belize" 0.1 10 5 1810732
1072 "Ellipsoid" "Phillip SW Belize" 0.1 10 5 696700
1073 "Disk" "Lake Charles" 0.1 10 5 1935311
1074 "Ellipsoid" "Lake Charles" 0.1 10 5 689466
1075 "Disk" "McMinnville" 0.1 10 5 2276908
1076 "Ellipsoid" "McMinnville" 0.1 10 5 581986
1077 "Disk" "Lindenberg" 0.1 10 5 2353398
1078 "Ellipsoid" "Lindenberg" 0.1 10 5 501473
1079 "Disk" "Croker river" 0.1 10 5 3358194
1080 "Ellipsoid" "Croker river" 0.1 10 5 245226
1081 "Disk" "Phillip SW Belize" 0.05 10 5 1810732
1082 "Ellipsoid" "Phillip SW Belize" 0.05 10 5 696700
1083 "Disk" "Lake Charles" 0.05 10 5 1935311
1084 "Ellipsoid" "Lake Charles" 0.05 10 5 689466
1085 "Disk" "McMinnville" 0.05 10 5 2276908
1086 "Ellipsoid" "McMinnville" 0.05 10 5 581986
1087 "Disk" "Lindenberg" 0.05 10 5 2353398
1088 "Ellipsoid" "Lindenberg" 0.05 10 5 501473
1089 "Disk" "Croker river" 0.05 10 5 3358194
1090 "Ellipsoid" "Croker river" 0.05 10 5 245226
1091 "Disk" "Phillip SW Belize" 0 10 5 1810732
1092 "Ellipsoid" "Phillip SW Belize" 0 10 5 696700
1093 "Disk" "Lake Charles" 0 10 5 1935311
1094 "Ellipsoid" "Lake Charles" 0 10 5 689466
1095 "Disk" "McMinnville" 0 10 5 2276908
1096 "Ellipsoid" "McMinnville" 0 10 5 581986
1097 "Disk" "Lindenberg" 0 10 5 2353398
1098 "Ellipsoid" "Lindenberg" 0 10 5 501473
1099 "Disk" "Croker river" 0 10 5 3358194
1100 "Ellipsoid" "Croker river" 0 10 5 245226
1101 "Disk" "Phillip SW Belize" 0.2 15 5 2257314
1102 "Ellipsoid" "Phillip SW Belize" 0.2 15 5 1124023
1103 "Disk" "Lake Charles" 0.2 15 5 2366362
1104 "Ellipsoid" "Lake Charles" 0.2 15 5 1105962
1105 "Disk" "McMinnville" 0.2 15 5 2690184
1106 "Ellipsoid" "McMinnville" 0.2 15 5 965018
1107 "Disk" "Lindenberg" 0.2 15 5 2747554
1108 "Ellipsoid" "Lindenberg" 0.2 15 5 858099
1109 "Disk" "Croker river" 0.2 15 5 3652126
1110 "Ellipsoid" "Croker river" 0.2 15 5 501369
1111 "Disk" "Phillip SW Belize" 0.15 15 5 2257314
1112 "Ellipsoid" "Phillip SW Belize" 0.15 15 5 1124023
1113 "Disk" "Lake Charles" 0.15 15 5 2366362
1114 "Ellipsoid" "Lake Charles" 0.15 15 5 1105962
1115 "Disk" "McMinnville" 0.15 15 5 2690184
1116 "Ellipsoid" "McMinnville" 0.15 15 5 965018
1117 "Disk" "Lindenberg" 0.15 15 5 2747554
1118 "Ellipsoid" "Lindenberg" 0.15 15 5 858099
1119 "Disk" "Croker river" 0.15 15 5 3652126
1120 "Ellipsoid" "Croker river" 0.15 15 5 501369
1121 "Disk" "Phillip SW Belize" 0.1 15 5 2257314
1122 "Ellipsoid" "Phillip SW Belize" 0.1 15 5 1124023
1123 "Disk" "Lake Charles" 0.1 15 5 2366362
1124 "Ellipsoid" "Lake Charles" 0.1 15 5 1105962
1125 "Disk" "McMinnville" 0.1 15 5 2690184
1126 "Ellipsoid" "McMinnville" 0.1 15 5 965018
1127 "Disk" "Lindenberg" 0.1 15 5 2747554
1128 "Ellipsoid" "Lindenberg" 0.1 15 5 858099
1129 "Disk" "Croker river" 0.1 15 5 3652126
1130 "Ellipsoid" "Croker river" 0.1 15 5 501369
1131 "Disk" "Phillip SW Belize" 0.05 15 5 2257314
1132 "Ellipsoid" "Phillip SW Belize" 0.05 15 5 1124023
1133 "Disk" "Lake Charles" 0.05 15 5 2366362
1134 "Ellipsoid" "Lake Charles" 0.05 15 5 1105962
1135 "Disk" "McMinnville" 0.05 15 5 2690184
1136 "Ellipsoid" "McMinnville" 0.05 15 5 965018
1137 "Disk" "Lindenberg" 0.05 15 5 2747554
1138 "Ellipsoid" "Lindenberg" 0.05 15 5 858099
1139 "Disk" "Croker river" 0.05 15 5 3652126
1140 "Ellipsoid" "Croker river" 0.05 15 5 501369
1141 "Disk" "Phillip SW Belize" 0 15 5 2257314
1142 "Ellipsoid" "Phillip SW Belize" 0 15 5 1124023
1143 "Disk" "Lake Charles" 0 15 5 2366362
1144 "Ellipsoid" "Lake Charles" 0 15 5 1105962
1145 "Disk" "McMinnville" 0 15 5 2690184
1146 "Ellipsoid" "McMinnville" 0 15 5 965018
1147 "Disk" "Lindenberg" 0 15 5 2747554
1148 "Ellipsoid" "Lindenberg" 0 15 5 858099
1149 "Disk" "Croker river" 0 15 5 3652126
1150 "Ellipsoid" "Croker river" 0 15 5 501369
1151 "Disk" "Phillip SW Belize" 0.2 20 5 2872933
1152 "Ellipsoid" "Phillip SW Belize" 0.2 20 5 1800367
1153 "Disk" "Lake Charles" 0.2 20 5 3000999
1154 "Ellipsoid" "Lake Charles" 0.2 20 5 1787051
1155 "Disk" "McMinnville" 0.2 20 5 3321384
1156 "Ellipsoid" "McMinnville" 0.2 20 5 1619523
1157 "Disk" "Lindenberg" 0.2 20 5 3354486
1158 "Ellipsoid" "Lindenberg" 0.2 20 5 1490713
1159 "Disk" "Croker river" 0.2 20 5 4096043
1160 "Ellipsoid" "Croker river" 0.2 20 5 1004702
1161 "Disk" "Phillip SW Belize" 0.15 20 5 2872933
1162 "Ellipsoid" "Phillip SW Belize" 0.15 20 5 1800367
1163 "Disk" "Lake Charles" 0.15 20 5 3000999
1164 "Ellipsoid" "Lake Charles" 0.15 20 5 1787051
1165 "Disk" "McMinnville" 0.15 20 5 3321384
1166 "Ellipsoid" "McMinnville" 0.15 20 5 1619523
1167 "Disk" "Lindenberg" 0.15 20 5 3354486
1168 "Ellipsoid" "Lindenberg" 0.15 20 5 1490713
1169 "Disk" "Croker river" 0.15 20 5 4096043
1170 "Ellipsoid" "Croker river" 0.15 20 5 1004702
1171 "Disk" "Phillip SW Belize" 0.1 20 5 2872933
1172 "Ellipsoid" "Phillip SW Belize" 0.1 20 5 1800367
1173 "Disk" "Lake Charles" 0.1 20 5 3000999
1174 "Ellipsoid" "Lake Charles" 0.1 20 5 1787051
1175 "Disk" "McMinnville" 0.1 20 5 3321384
1176 "Ellipsoid" "McMinnville" 0.1 20 5 1619523
1177 "Disk" "Lindenberg" 0.1 20 5 3354486
1178 "Ellipsoid" "Lindenberg" 0.1 20 5 1490713
1179 "Disk" "Croker river" 0.1 20 5 4096043
1180 "Ellipsoid" "Croker river" 0.1 20 5 1004702
1181 "Disk" "Phillip SW Belize" 0.05 20 5 2872933
1182 "Ellipsoid" "Phillip SW Belize" 0.05 20 5 1800367
1183 "Disk" "Lake Charles" 0.05 20 5 3000999
1184 "Ellipsoid" "Lake Charles" 0.05 20 5 1787051
1185 "Disk" "McMinnville" 0.05 20 5 3321384
1186 "Ellipsoid" "McMinnville" 0.05 20 5 1619523
1187 "Disk" "Lindenberg" 0.05 20 5 3354486
1188 "Ellipsoid" "Lindenberg" 0.05 20 5 1490713
1189 "Disk" "Croker river" 0.05 20 5 4096043
1190 "Ellipsoid" "Croker river" 0.05 20 5 1004702
1191 "Disk" "Phillip SW Belize" 0 20 5 2872933
1192 "Ellipsoid" "Phillip SW Belize" 0 20 5 1800367
1193 "Disk" "Lake Charles" 0 20 5 3000999
1194 "Ellipsoid" "Lake Charles" 0 20 5 1787051
1195 "Disk" "McMinnville" 0 20 5 3321384
1196 "Ellipsoid" "McMinnville" 0 20 5 1619523
1197 "Disk" "Lindenberg" 0 20 5 3354486
1198 "Ellipsoid" "Lindenberg" 0 20 5 1490713
1199 "Disk" "Croker river" 0 20 5 4096043
1200 "Ellipsoid" "Croker river" 0 20 5 1004702
1201 "Disk" "Phillip SW Belize" 0.2 25 5 3639259
1202 "Ellipsoid" "Phillip SW Belize" 0.2 25 5 2669688
1203 "Disk" "Lake Charles" 0.2 25 5 3755235
1204 "Ellipsoid" "Lake Charles" 0.2 25 5 2664564
1205 "Disk" "McMinnville" 0.2 25 5 4018811
1206 "Ellipsoid" "McMinnville" 0.2 25 5 2466847
1207 "Disk" "Lindenberg" 0.2 25 5 4010721
1208 "Ellipsoid" "Lindenberg" 0.2 25 5 2304024
1209 "Disk" "Croker river" 0.2 25 5 4567738
1210 "Ellipsoid" "Croker river" 0.2 25 5 1652218
1211 "Disk" "Phillip SW Belize" 0.15 25 5 3639259
1212 "Ellipsoid" "Phillip SW Belize" 0.15 25 5 2669688
1213 "Disk" "Lake Charles" 0.15 25 5 3755235
1214 "Ellipsoid" "Lake Charles" 0.15 25 5 2664564
1215 "Disk" "McMinnville" 0.15 25 5 4018811
1216 "Ellipsoid" "McMinnville" 0.15 25 5 2466847
1217 "Disk" "Lindenberg" 0.15 25 5 4010721
1218 "Ellipsoid" "Lindenberg" 0.15 25 5 2304024
1219 "Disk" "Croker river" 0.15 25 5 4567738
1220 "Ellipsoid" "Croker river" 0.15 25 5 1652218
1221 "Disk" "Phillip SW Belize" 0.1 25 5 3639259
1222 "Ellipsoid" "Phillip SW Belize" 0.1 25 5 2669688
1223 "Disk" "Lake Charles" 0.1 25 5 3755235
1224 "Ellipsoid" "Lake Charles" 0.1 25 5 2664564
1225 "Disk" "McMinnville" 0.1 25 5 4018811
1226 "Ellipsoid" "McMinnville" 0.1 25 5 2466847
1227 "Disk" "Lindenberg" 0.1 25 5 4010721
1228 "Ellipsoid" "Lindenberg" 0.1 25 5 2304024
1229 "Disk" "Croker river" 0.1 25 5 4567738
1230 "Ellipsoid" "Croker river" 0.1 25 5 1652218
1231 "Disk" "Phillip SW Belize" 0.05 25 5 3639259
1232 "Ellipsoid" "Phillip SW Belize" 0.05 25 5 2669688
1233 "Disk" "Lake Charles" 0.05 25 5 3755235
1234 "Ellipsoid" "Lake Charles" 0.05 25 5 2664564
1235 "Disk" "McMinnville" 0.05 25 5 4018811
1236 "Ellipsoid" "McMinnville" 0.05 25 5 2466847
1237 "Disk" "Lindenberg" 0.05 25 5 4010721
1238 "Ellipsoid" "Lindenberg" 0.05 25 5 2304024
1239 "Disk" "Croker river" 0.05 25 5 4567738
1240 "Ellipsoid" "Croker river" 0.05 25 5 1652218
1241 "Disk" "Phillip SW Belize" 0 25 5 3639259
1242 "Ellipsoid" "Phillip SW Belize" 0 25 5 2669688
1243 "Disk" "Lake Charles" 0 25 5 3755235
1244 "Ellipsoid" "Lake Charles" 0 25 5 2664564
1245 "Disk" "McMinnville" 0 25 5 4018811
1246 "Ellipsoid" "McMinnville" 0 25 5 2466847
1247 "Disk" "Lindenberg" 0 25 5 4010721
1248 "Ellipsoid" "Lindenberg" 0 25 5 2304024
1249 "Disk" "Croker river" 0 25 5 4567738
1250 "Ellipsoid" "Croker river" 0 25 5 1652218
1251 "Disk" "Phillip SW Belize" 0.2 5 6 1912749
1252 "Ellipsoid" "Phillip SW Belize" 0.2 5 6 651500
1253 "Disk" "Lake Charles" 0.2 5 6 2047429
1254 "Ellipsoid" "Lake Charles" 0.2 5 6 629499
1255 "Disk" "McMinnville" 0.2 5 6 2388500
1256 "Ellipsoid" "McMinnville" 0.2 5 6 517750
1257 "Disk" "Lindenberg" 0.2 5 6 2431412
1258 "Ellipsoid" "Lindenberg" 0.2 5 6 439642
1259 "Disk" "Croker river" 0.2 5 6 3426447
1260 "Ellipsoid" "Croker river" 0.2 5 6 214643
1261 "Disk" "Phillip SW Belize" 0.15 5 6 1912749
1262 "Ellipsoid" "Phillip SW Belize" 0.15 5 6 651500
1263 "Disk" "Lake Charles" 0.15 5 6 2047429
1264 "Ellipsoid" "Lake Charles" 0.15 5 6 629499
1265 "Disk" "McMinnville" 0.15 5 6 2388500
1266 "Ellipsoid" "McMinnville" 0.15 5 6 517750
1267 "Disk" "Lindenberg" 0.15 5 6 2431412
1268 "Ellipsoid" "Lindenberg" 0.15 5 6 439642
1269 "Disk" "Croker river" 0.15 5 6 3426447
1270 "Ellipsoid" "Croker river" 0.15 5 6 214643
1271 "Disk" "Phillip SW Belize" 0.1 5 6 1912749
1272 "Ellipsoid" "Phillip SW Belize" 0.1 5 6 651500
1273 "Disk" "Lake Charles" 0.1 5 6 2047429
1274 "Ellipsoid" "Lake Charles" 0.1 5 6 629499
1275 "Disk" "McMinnville" 0.1 5 6 2388500
1276 "Ellipsoid" "McMinnville" 0.1 5 6 517750
1277 "Disk" "Lindenberg" 0.1 5 6 2431412
1278 "Ellipsoid" "Lindenberg" 0.1 5 6 439642
1279 "Disk" "Croker river" 0.1 5 6 3426447
1280 "Ellipsoid" "Croker river" 0.1 5 6 214643
1281 "Disk" "Phillip SW Belize" 0.05 5 6 1912749
1282 "Ellipsoid" "Phillip SW Belize" 0.05 5 6 651500
1283 "Disk" "Lake Charles" 0.05 5 6 2047429
1284 "Ellipsoid" "Lake Charles" 0.05 5 6 629499
1285 "Disk" "McMinnville" 0.05 5 6 2388500
1286 "Ellipsoid" "McMinnville" 0.05 5 6 517750
1287 "Disk" "Lindenberg" 0.05 5 6 2431412
1288 "Ellipsoid" "Lindenberg" 0.05 5 6 439642
1289 "Disk" "Croker river" 0.05 5 6 3426447
1290 "Ellipsoid" "Croker river" 0.05 5 6 214643
1291 "Disk" "Phillip SW Belize" 0 5 6 1912749
1292 "Ellipsoid" "Phillip SW Belize" 0 5 6 651500
1293 "Disk" "Lake Charles" 0 5 6 2047429
1294 "Ellipsoid" "Lake Charles" 0 5 6 629499
1295 "Disk" "McMinnville" 0 5 6 2388500
1296 "Ellipsoid" "McMinnville" 0 5 6 517750
1297 "Disk" "Lindenberg" 0 5 6 2431412
1298 "Ellipsoid" "Lindenberg" 0 5 6 439642
1299 "Disk" "Croker river" 0 5 6 3426447
1300 "Ellipsoid" "Croker river" 0 5 6 214643
1301 "Disk" "Phillip SW Belize" 0.2 10 6 1958330
1302 "Ellipsoid" "Phillip SW Belize" 0.2 10 6 703786
1303 "Disk" "Lake Charles" 0.2 10 6 2100892
1304 "Ellipsoid" "Lake Charles" 0.2 10 6 687851
1305 "Disk" "McMinnville" 0.2 10 6 2448846
1306 "Ellipsoid" "McMinnville" 0.2 10 6 575687
1307 "Disk" "Lindenberg" 0.2 10 6 2492992
1308 "Ellipsoid" "Lindenberg" 0.2 10 6 494473
1309 "Disk" "Croker river" 0.2 10 6 3477667
1310 "Ellipsoid" "Croker river" 0.2 10 6 247682
1311 "Disk" "Phillip SW Belize" 0.15 10 6 1958330
1312 "Ellipsoid" "Phillip SW Belize" 0.15 10 6 703786
1313 "Disk" "Lake Charles" 0.15 10 6 2100892
1314 "Ellipsoid" "Lake Charles" 0.15 10 6 687851
1315 "Disk" "McMinnville" 0.15 10 6 2448846
1316 "Ellipsoid" "McMinnville" 0.15 10 6 575687
1317 "Disk" "Lindenberg" 0.15 10 6 2492992
1318 "Ellipsoid" "Lindenberg" 0.15 10 6 494473
1319 "Disk" "Croker river" 0.15 10 6 3477667
1320 "Ellipsoid" "Croker river" 0.15 10 6 247682
1321 "Disk" "Phillip SW Belize" 0.1 10 6 1958330
1322 "Ellipsoid" "Phillip SW Belize" 0.1 10 6 703786
1323 "Disk" "Lake Charles" 0.1 10 6 2100892
1324 "Ellipsoid" "Lake Charles" 0.1 10 6 687851
1325 "Disk" "McMinnville" 0.1 10 6 2448846
1326 "Ellipsoid" "McMinnville" 0.1 10 6 575687
1327 "Disk" "Lindenberg" 0.1 10 6 2492992
1328 "Ellipsoid" "Lindenberg" 0.1 10 6 494473
1329 "Disk" "Croker river" 0.1 10 6 3477667
1330 "Ellipsoid" "Croker river" 0.1 10 6 247682
1331 "Disk" "Phillip SW Belize" 0.05 10 6 1958330
1332 "Ellipsoid" "Phillip SW Belize" 0.05 10 6 703786
1333 "Disk" "Lake Charles" 0.05 10 6 2100892
1334 "Ellipsoid" "Lake Charles" 0.05 10 6 687851
1335 "Disk" "McMinnville" 0.05 10 6 2448846
1336 "Ellipsoid" "McMinnville" 0.05 10 6 575687
1337 "Disk" "Lindenberg" 0.05 10 6 2492992
1338 "Ellipsoid" "Lindenberg" 0.05 10 6 494473
1339 "Disk" "Croker river" 0.05 10 6 3477667
1340 "Ellipsoid" "Croker river" 0.05 10 6 247682
1341 "Disk" "Phillip SW Belize" 0 10 6 1958330
1342 "Ellipsoid" "Phillip SW Belize" 0 10 6 703786
1343 "Disk" "Lake Charles" 0 10 6 2100892
1344 "Ellipsoid" "Lake Charles" 0 10 6 687851
1345 "Disk" "McMinnville" 0 10 6 2448846
1346 "Ellipsoid" "McMinnville" 0 10 6 575687
1347 "Disk" "Lindenberg" 0 10 6 2492992
1348 "Ellipsoid" "Lindenberg" 0 10 6 494473
1349 "Disk" "Croker river" 0 10 6 3477667
1350 "Ellipsoid" "Croker river" 0 10 6 247682
1351 "Disk" "Phillip SW Belize" 0.2 15 6 2320957
1352 "Ellipsoid" "Phillip SW Belize" 0.2 15 6 1057010
1353 "Disk" "Lake Charles" 0.2 15 6 2457285
1354 "Ellipsoid" "Lake Charles" 0.2 15 6 1035013
1355 "Disk" "McMinnville" 0.2 15 6 2785874
1356 "Ellipsoid" "McMinnville" 0.2 15 6 898020
1357 "Disk" "Lindenberg" 0.2 15 6 2811948
1358 "Ellipsoid" "Lindenberg" 0.2 15 6 799259
1359 "Disk" "Croker river" 0.2 15 6 3715978
1360 "Ellipsoid" "Croker river" 0.2 15 6 483270
1361 "Disk" "Phillip SW Belize" 0.15 15 6 2320957
1362 "Ellipsoid" "Phillip SW Belize" 0.15 15 6 1057010
1363 "Disk" "Lake Charles" 0.15 15 6 2457285
1364 "Ellipsoid" "Lake Charles" 0.15 15 6 1035013
1365 "Disk" "McMinnville" 0.15 15 6 2785874
1366 "Ellipsoid" "McMinnville" 0.15 15 6 898020
1367 "Disk" "Lindenberg" 0.15 15 6 2811948
1368 "Ellipsoid" "Lindenberg" 0.15 15 6 799259
1369 "Disk" "Croker river" 0.15 15 6 3715978
1370 "Ellipsoid" "Croker river" 0.15 15 6 483270
1371 "Disk" "Phillip SW Belize" 0.1 15 6 2320957
1372 "Ellipsoid" "Phillip SW Belize" 0.1 15 6 1057010
1373 "Disk" "Lake Charles" 0.1 15 6 2457285
1374 "Ellipsoid" "Lake Charles" 0.1 15 6 1035013
1375 "Disk" "McMinnville" 0.1 15 6 2785874
1376 "Ellipsoid" "McMinnville" 0.1 15 6 898020
1377 "Disk" "Lindenberg" 0.1 15 6 2811948
1378 "Ellipsoid" "Lindenberg" 0.1 15 6 799259
1379 "Disk" "Croker river" 0.1 15 6 3715978
1380 "Ellipsoid" "Croker river" 0.1 15 6 483270
1381 "Disk" "Phillip SW Belize" 0.05 15 6 2320957
1382 "Ellipsoid" "Phillip SW Belize" 0.05 15 6 1057010
1383 "Disk" "Lake Charles" 0.05 15 6 2457285
1384 "Ellipsoid" "Lake Charles" 0.05 15 6 1035013
1385 "Disk" "McMinnville" 0.05 15 6 2785874
1386 "Ellipsoid" "McMinnville" 0.05 15 6 898020
1387 "Disk" "Lindenberg" 0.05 15 6 2811948
1388 "Ellipsoid" "Lindenberg" 0.05 15 6 799259
1389 "Disk" "Croker river" 0.05 15 6 3715978
1390 "Ellipsoid" "Croker river" 0.05 15 6 483270
1391 "Disk" "Phillip SW Belize" 0 15 6 2320957
1392 "Ellipsoid" "Phillip SW Belize" 0 15 6 1057010
1393 "Disk" "Lake Charles" 0 15 6 2457285
1394 "Ellipsoid" "Lake Charles" 0 15 6 1035013
1395 "Disk" "McMinnville" 0 15 6 2785874
1396 "Ellipsoid" "McMinnville" 0 15 6 898020
1397 "Disk" "Lindenberg" 0 15 6 2811948
1398 "Ellipsoid" "Lindenberg" 0 15 6 799259
1399 "Disk" "Croker river" 0 15 6 3715978
1400 "Ellipsoid" "Croker river" 0 15 6 483270
1401 "Disk" "Phillip SW Belize" 0.2 20 6 3097772
1402 "Ellipsoid" "Phillip SW Belize" 0.2 20 6 1945347
1403 "Disk" "Lake Charles" 0.2 20 6 3237525
1404 "Ellipsoid" "Lake Charles" 0.2 20 6 1950590
