"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalFull"
1405 "Disk" "McMinnville" 0.2 20 6 3529397
1406 "Ellipsoid" "McMinnville" 0.2 20 6 1786826
1407 "Disk" "Lindenberg" 0.2 20 6 3518616
1408 "Ellipsoid" "Lindenberg" 0.2 20 6 1651053
1409 "Disk" "Croker river" 0.2 20 6 4222314
1410 "Ellipsoid" "Croker river" 0.2 20 6 1153828
1411 "Disk" "Phillip SW Belize" 0.15 20 6 3097772
1412 "Ellipsoid" "Phillip SW Belize" 0.15 20 6 1945347
1413 "Disk" "Lake Charles" 0.15 20 6 3237525
1414 "Ellipsoid" "Lake Charles" 0.15 20 6 1950590
1415 "Disk" "McMinnville" 0.15 20 6 3529397
1416 "Ellipsoid" "McMinnville" 0.15 20 6 1786826
1417 "Disk" "Lindenberg" 0.15 20 6 3518616
1418 "Ellipsoid" "Lindenberg" 0.15 20 6 1651053
1419 "Disk" "Croker river" 0.15 20 6 4222314
1420 "Ellipsoid" "Croker river" 0.15 20 6 1153828
1421 "Disk" "Phillip SW Belize" 0.1 20 6 3097772
1422 "Ellipsoid" "Phillip SW Belize" 0.1 20 6 1945347
1423 "Disk" "Lake Charles" 0.1 20 6 3237525
1424 "Ellipsoid" "Lake Charles" 0.1 20 6 1950590
1425 "Disk" "McMinnville" 0.1 20 6 3529397
1426 "Ellipsoid" "McMinnville" 0.1 20 6 1786826
1427 "Disk" "Lindenberg" 0.1 20 6 3518616
1428 "Ellipsoid" "Lindenberg" 0.1 20 6 1651053
1429 "Disk" "Croker river" 0.1 20 6 4222314
1430 "Ellipsoid" "Croker river" 0.1 20 6 1153828
1431 "Disk" "Phillip SW Belize" 0.05 20 6 3097772
1432 "Ellipsoid" "Phillip SW Belize" 0.05 20 6 1945347
1433 "Disk" "Lake Charles" 0.05 20 6 3237525
1434 "Ellipsoid" "Lake Charles" 0.05 20 6 1950590
1435 "Disk" "McMinnville" 0.05 20 6 3529397
1436 "Ellipsoid" "McMinnville" 0.05 20 6 1786826
1437 "Disk" "Lindenberg" 0.05 20 6 3518616
1438 "Ellipsoid" "Lindenberg" 0.05 20 6 1651053
1439 "Disk" "Croker river" 0.05 20 6 4222314
1440 "Ellipsoid" "Croker river" 0.05 20 6 1153828
1441 "Disk" "Phillip SW Belize" 0 20 6 3097772
1442 "Ellipsoid" "Phillip SW Belize" 0 20 6 1945347
1443 "Disk" "Lake Charles" 0 20 6 3237525
1444 "Ellipsoid" "Lake Charles" 0 20 6 1950590
1445 "Disk" "McMinnville" 0 20 6 3529397
1446 "Ellipsoid" "McMinnville" 0 20 6 1786826
1447 "Disk" "Lindenberg" 0 20 6 3518616
1448 "Ellipsoid" "Lindenberg" 0 20 6 1651053
1449 "Disk" "Croker river" 0 20 6 4222314
1450 "Ellipsoid" "Croker river" 0 20 6 1153828
1451 "Disk" "Phillip SW Belize" 0.2 25 6 3528677
1452 "Ellipsoid" "Phillip SW Belize" 0.2 25 6 2399019
1453 "Disk" "Lake Charles" 0.2 25 6 3714765
1454 "Ellipsoid" "Lake Charles" 0.2 25 6 2454344
1455 "Disk" "McMinnville" 0.2 25 6 4035506
1456 "Ellipsoid" "McMinnville" 0.2 25 6 2333541
1457 "Disk" "Lindenberg" 0.2 25 6 4014249
1458 "Ellipsoid" "Lindenberg" 0.2 25 6 2205611
1459 "Disk" "Croker river" 0.2 25 6 4585642
1460 "Ellipsoid" "Croker river" 0.2 25 6 1640732
1461 "Disk" "Phillip SW Belize" 0.15 25 6 3528677
1462 "Ellipsoid" "Phillip SW Belize" 0.15 25 6 2399019
1463 "Disk" "Lake Charles" 0.15 25 6 3714765
1464 "Ellipsoid" "Lake Charles" 0.15 25 6 2454344
1465 "Disk" "McMinnville" 0.15 25 6 4035506
1466 "Ellipsoid" "McMinnville" 0.15 25 6 2333541
1467 "Disk" "Lindenberg" 0.15 25 6 4014249
1468 "Ellipsoid" "Lindenberg" 0.15 25 6 2205611
1469 "Disk" "Croker river" 0.15 25 6 4585642
1470 "Ellipsoid" "Croker river" 0.15 25 6 1640732
1471 "Disk" "Phillip SW Belize" 0.1 25 6 3528677
1472 "Ellipsoid" "Phillip SW Belize" 0.1 25 6 2399019
1473 "Disk" "Lake Charles" 0.1 25 6 3714765
1474 "Ellipsoid" "Lake Charles" 0.1 25 6 2454344
1475 "Disk" "McMinnville" 0.1 25 6 4035506
1476 "Ellipsoid" "McMinnville" 0.1 25 6 2333541
1477 "Disk" "Lindenberg" 0.1 25 6 4014249
1478 "Ellipsoid" "Lindenberg" 0.1 25 6 2205611
1479 "Disk" "Croker river" 0.1 25 6 4585642
1480 "Ellipsoid" "Croker river" 0.1 25 6 1640732
1481 "Disk" "Phillip SW Belize" 0.05 25 6 3528677
1482 "Ellipsoid" "Phillip SW Belize" 0.05 25 6 2399019
1483 "Disk" "Lake Charles" 0.05 25 6 3714765
1484 "Ellipsoid" "Lake Charles" 0.05 25 6 2454344
1485 "Disk" "McMinnville" 0.05 25 6 4035506
1486 "Ellipsoid" "McMinnville" 0.05 25 6 2333541
1487 "Disk" "Lindenberg" 0.05 25 6 4014249
1488 "Ellipsoid" "Lindenberg" 0.05 25 6 2205611
1489 "Disk" "Croker river" 0.05 25 6 4585642
1490 "Ellipsoid" "Croker river" 0.05 25 6 1640732
1491 "Disk" "Phillip SW Belize" 0 25 6 3528677
1492 "Ellipsoid" "Phillip SW Belize" 0 25 6 2399019
1493 "Disk" "Lake Charles" 0 25 6 3714765
1494 "Ellipsoid" "Lake Charles" 0 25 6 2454344
1495 "Disk" "McMinnville" 0 25 6 4035506
1496 "Ellipsoid" "McMinnville" 0 25 6 2333541
1497 "Disk" "Lindenberg" 0 25 6 4014249
1498 "Ellipsoid" "Lindenberg" 0 25 6 2205611
1499 "Disk" "Croker river" 0 25 6 4585642
1500 "Ellipsoid" "Croker river" 0 25 6 1640732
1501 "Disk" "Phillip SW Belize" 0.2 5 7 2293750
1502 "Ellipsoid" "Phillip SW Belize" 0.2 5 7 984945
1503 "Disk" "Lake Charles" 0.2 5 7 2335220
1504 "Ellipsoid" "Lake Charles" 0.2 5 7 912116
1505 "Disk" "McMinnville" 0.2 5 7 2494256
1506 "Ellipsoid" "McMinnville" 0.2 5 7 649025
1507 "Disk" "Lindenberg" 0.2 5 7 2481530
1508 "Ellipsoid" "Lindenberg" 0.2 5 7 487845
1509 "Disk" "Croker river" 0.2 5 7 3287880
1510 "Ellipsoid" "Croker river" 0.2 5 7 140024
1511 "Disk" "Phillip SW Belize" 0.15 5 7 2293750
1512 "Ellipsoid" "Phillip SW Belize" 0.15 5 7 984945
1513 "Disk" "Lake Charles" 0.15 5 7 2335220
1514 "Ellipsoid" "Lake Charles" 0.15 5 7 912116
1515 "Disk" "McMinnville" 0.15 5 7 2494256
1516 "Ellipsoid" "McMinnville" 0.15 5 7 649025
1517 "Disk" "Lindenberg" 0.15 5 7 2481530
1518 "Ellipsoid" "Lindenberg" 0.15 5 7 487845
1519 "Disk" "Croker river" 0.15 5 7 3287880
1520 "Ellipsoid" "Croker river" 0.15 5 7 140024
1521 "Disk" "Phillip SW Belize" 0.1 5 7 2293750
1522 "Ellipsoid" "Phillip SW Belize" 0.1 5 7 984945
1523 "Disk" "Lake Charles" 0.1 5 7 2335220
1524 "Ellipsoid" "Lake Charles" 0.1 5 7 912116
1525 "Disk" "McMinnville" 0.1 5 7 2494256
1526 "Ellipsoid" "McMinnville" 0.1 5 7 649025
1527 "Disk" "Lindenberg" 0.1 5 7 2481530
1528 "Ellipsoid" "Lindenberg" 0.1 5 7 487845
1529 "Disk" "Croker river" 0.1 5 7 3287880
1530 "Ellipsoid" "Croker river" 0.1 5 7 140024
1531 "Disk" "Phillip SW Belize" 0.05 5 7 2293750
1532 "Ellipsoid" "Phillip SW Belize" 0.05 5 7 984945
1533 "Disk" "Lake Charles" 0.05 5 7 2335220
1534 "Ellipsoid" "Lake Charles" 0.05 5 7 912116
1535 "Disk" "McMinnville" 0.05 5 7 2494256
1536 "Ellipsoid" "McMinnville" 0.05 5 7 649025
1537 "Disk" "Lindenberg" 0.05 5 7 2481530
1538 "Ellipsoid" "Lindenberg" 0.05 5 7 487845
1539 "Disk" "Croker river" 0.05 5 7 3287880
1540 "Ellipsoid" "Croker river" 0.05 5 7 140024
1541 "Disk" "Phillip SW Belize" 0 5 7 2293750
1542 "Ellipsoid" "Phillip SW Belize" 0 5 7 984945
1543 "Disk" "Lake Charles" 0 5 7 2335220
1544 "Ellipsoid" "Lake Charles" 0 5 7 912116
1545 "Disk" "McMinnville" 0 5 7 2494256
1546 "Ellipsoid" "McMinnville" 0 5 7 649025
1547 "Disk" "Lindenberg" 0 5 7 2481530
1548 "Ellipsoid" "Lindenberg" 0 5 7 487845
1549 "Disk" "Croker river" 0 5 7 3287880
1550 "Ellipsoid" "Croker river" 0 5 7 140024
1551 "Disk" "Phillip SW Belize" 0.2 10 7 2508667
1552 "Ellipsoid" "Phillip SW Belize" 0.2 10 7 1206169
1553 "Disk" "Lake Charles" 0.2 10 7 2543980
1554 "Ellipsoid" "Lake Charles" 0.2 10 7 1130402
1555 "Disk" "McMinnville" 0.2 10 7 2689723
1556 "Ellipsoid" "McMinnville" 0.2 10 7 841306
1557 "Disk" "Lindenberg" 0.2 10 7 2667139
1558 "Ellipsoid" "Lindenberg" 0.2 10 7 658556
1559 "Disk" "Croker river" 0.2 10 7 3421662
1560 "Ellipsoid" "Croker river" 0.2 10 7 224078
1561 "Disk" "Phillip SW Belize" 0.15 10 7 2508667
1562 "Ellipsoid" "Phillip SW Belize" 0.15 10 7 1206169
1563 "Disk" "Lake Charles" 0.15 10 7 2543980
1564 "Ellipsoid" "Lake Charles" 0.15 10 7 1130402
1565 "Disk" "McMinnville" 0.15 10 7 2689723
1566 "Ellipsoid" "McMinnville" 0.15 10 7 841306
1567 "Disk" "Lindenberg" 0.15 10 7 2667139
1568 "Ellipsoid" "Lindenberg" 0.15 10 7 658556
1569 "Disk" "Croker river" 0.15 10 7 3421662
1570 "Ellipsoid" "Croker river" 0.15 10 7 224078
1571 "Disk" "Phillip SW Belize" 0.1 10 7 2508667
1572 "Ellipsoid" "Phillip SW Belize" 0.1 10 7 1206169
1573 "Disk" "Lake Charles" 0.1 10 7 2543980
1574 "Ellipsoid" "Lake Charles" 0.1 10 7 1130402
1575 "Disk" "McMinnville" 0.1 10 7 2689723
1576 "Ellipsoid" "McMinnville" 0.1 10 7 841306
1577 "Disk" "Lindenberg" 0.1 10 7 2667139
1578 "Ellipsoid" "Lindenberg" 0.1 10 7 658556
1579 "Disk" "Croker river" 0.1 10 7 3421662
1580 "Ellipsoid" "Croker river" 0.1 10 7 224078
1581 "Disk" "Phillip SW Belize" 0.05 10 7 2508667
1582 "Ellipsoid" "Phillip SW Belize" 0.05 10 7 1206169
1583 "Disk" "Lake Charles" 0.05 10 7 2543980
1584 "Ellipsoid" "Lake Charles" 0.05 10 7 1130402
1585 "Disk" "McMinnville" 0.05 10 7 2689723
1586 "Ellipsoid" "McMinnville" 0.05 10 7 841306
1587 "Disk" "Lindenberg" 0.05 10 7 2667139
1588 "Ellipsoid" "Lindenberg" 0.05 10 7 658556
1589 "Disk" "Croker river" 0.05 10 7 3421662
1590 "Ellipsoid" "Croker river" 0.05 10 7 224078
1591 "Disk" "Phillip SW Belize" 0 10 7 2508667
1592 "Ellipsoid" "Phillip SW Belize" 0 10 7 1206169
1593 "Disk" "Lake Charles" 0 10 7 2543980
1594 "Ellipsoid" "Lake Charles" 0 10 7 1130402
1595 "Disk" "McMinnville" 0 10 7 2689723
1596 "Ellipsoid" "McMinnville" 0 10 7 841306
1597 "Disk" "Lindenberg" 0 10 7 2667139
1598 "Ellipsoid" "Lindenberg" 0 10 7 658556
1599 "Disk" "Croker river" 0 10 7 3421662
1600 "Ellipsoid" "Croker river" 0 10 7 224078
1601 "Disk" "Phillip SW Belize" 0.2 15 7 2870320
1602 "Ellipsoid" "Phillip SW Belize" 0.2 15 7 1571172
1603 "Disk" "Lake Charles" 0.2 15 7 2901042
1604 "Ellipsoid" "Lake Charles" 0.2 15 7 1502963
1605 "Disk" "McMinnville" 0.2 15 7 3034034
1606 "Ellipsoid" "McMinnville" 0.2 15 7 1206516
1607 "Disk" "Lindenberg" 0.2 15 7 2995159
1608 "Ellipsoid" "Lindenberg" 0.2 15 7 1006101
1609 "Disk" "Croker river" 0.2 15 7 3663561
1610 "Ellipsoid" "Croker river" 0.2 15 7 472643
1611 "Disk" "Phillip SW Belize" 0.15 15 7 2870320
1612 "Ellipsoid" "Phillip SW Belize" 0.15 15 7 1571172
1613 "Disk" "Lake Charles" 0.15 15 7 2901042
1614 "Ellipsoid" "Lake Charles" 0.15 15 7 1502963
1615 "Disk" "McMinnville" 0.15 15 7 3034034
1616 "Ellipsoid" "McMinnville" 0.15 15 7 1206516
1617 "Disk" "Lindenberg" 0.15 15 7 2995159
1618 "Ellipsoid" "Lindenberg" 0.15 15 7 1006101
1619 "Disk" "Croker river" 0.15 15 7 3663561
1620 "Ellipsoid" "Croker river" 0.15 15 7 472643
1621 "Disk" "Phillip SW Belize" 0.1 15 7 2870320
1622 "Ellipsoid" "Phillip SW Belize" 0.1 15 7 1571172
1623 "Disk" "Lake Charles" 0.1 15 7 2901042
1624 "Ellipsoid" "Lake Charles" 0.1 15 7 1502963
1625 "Disk" "McMinnville" 0.1 15 7 3034034
1626 "Ellipsoid" "McMinnville" 0.1 15 7 1206516
1627 "Disk" "Lindenberg" 0.1 15 7 2995159
1628 "Ellipsoid" "Lindenberg" 0.1 15 7 1006101
1629 "Disk" "Croker river" 0.1 15 7 3663561
1630 "Ellipsoid" "Croker river" 0.1 15 7 472643
1631 "Disk" "Phillip SW Belize" 0.05 15 7 2870320
1632 "Ellipsoid" "Phillip SW Belize" 0.05 15 7 1571172
1633 "Disk" "Lake Charles" 0.05 15 7 2901042
1634 "Ellipsoid" "Lake Charles" 0.05 15 7 1502963
1635 "Disk" "McMinnville" 0.05 15 7 3034034
1636 "Ellipsoid" "McMinnville" 0.05 15 7 1206516
1637 "Disk" "Lindenberg" 0.05 15 7 2995159
1638 "Ellipsoid" "Lindenberg" 0.05 15 7 1006101
1639 "Disk" "Croker river" 0.05 15 7 3663561
1640 "Ellipsoid" "Croker river" 0.05 15 7 472643
1641 "Disk" "Phillip SW Belize" 0 15 7 2870320
1642 "Ellipsoid" "Phillip SW Belize" 0 15 7 1571172
1643 "Disk" "Lake Charles" 0 15 7 2901042
1644 "Ellipsoid" "Lake Charles" 0 15 7 1502963
1645 "Disk" "McMinnville" 0 15 7 3034034
1646 "Ellipsoid" "McMinnville" 0 15 7 1206516
1647 "Disk" "Lindenberg" 0 15 7 2995159
1648 "Ellipsoid" "Lindenberg" 0 15 7 1006101
1649 "Disk" "Croker river" 0 15 7 3663561
1650 "Ellipsoid" "Croker river" 0 15 7 472643
1651 "Disk" "Phillip SW Belize" 0.2 20 7 3502370
1652 "Ellipsoid" "Phillip SW Belize" 0.2 20 7 2247620
1653 "Disk" "Lake Charles" 0.2 20 7 3569702
1654 "Ellipsoid" "Lake Charles" 0.2 20 7 2226147
1655 "Disk" "McMinnville" 0.2 20 7 3712514
1656 "Ellipsoid" "McMinnville" 0.2 20 7 1968322
1657 "Disk" "Lindenberg" 0.2 20 7 3653301
1658 "Ellipsoid" "Lindenberg" 0.2 20 7 1769412
1659 "Disk" "Croker river" 0.2 20 7 4153740
1660 "Ellipsoid" "Croker river" 0.2 20 7 1127509
1661 "Disk" "Phillip SW Belize" 0.15 20 7 3502370
1662 "Ellipsoid" "Phillip SW Belize" 0.15 20 7 2247620
1663 "Disk" "Lake Charles" 0.15 20 7 3569702
1664 "Ellipsoid" "Lake Charles" 0.15 20 7 2226147
1665 "Disk" "McMinnville" 0.15 20 7 3712514
1666 "Ellipsoid" "McMinnville" 0.15 20 7 1968322
1667 "Disk" "Lindenberg" 0.15 20 7 3653301
1668 "Ellipsoid" "Lindenberg" 0.15 20 7 1769412
1669 "Disk" "Croker river" 0.15 20 7 4153740
1670 "Ellipsoid" "Croker river" 0.15 20 7 1127509
1671 "Disk" "Phillip SW Belize" 0.1 20 7 3502370
1672 "Ellipsoid" "Phillip SW Belize" 0.1 20 7 2247620
1673 "Disk" "Lake Charles" 0.1 20 7 3569702
1674 "Ellipsoid" "Lake Charles" 0.1 20 7 2226147
1675 "Disk" "McMinnville" 0.1 20 7 3712514
1676 "Ellipsoid" "McMinnville" 0.1 20 7 1968322
1677 "Disk" "Lindenberg" 0.1 20 7 3653301
1678 "Ellipsoid" "Lindenberg" 0.1 20 7 1769412
1679 "Disk" "Croker river" 0.1 20 7 4153740
1680 "Ellipsoid" "Croker river" 0.1 20 7 1127509
1681 "Disk" "Phillip SW Belize" 0.05 20 7 3502370
1682 "Ellipsoid" "Phillip SW Belize" 0.05 20 7 2247620
1683 "Disk" "Lake Charles" 0.05 20 7 3569702
1684 "Ellipsoid" "Lake Charles" 0.05 20 7 2226147
1685 "Disk" "McMinnville" 0.05 20 7 3712514
1686 "Ellipsoid" "McMinnville" 0.05 20 7 1968322
1687 "Disk" "Lindenberg" 0.05 20 7 3653301
1688 "Ellipsoid" "Lindenberg" 0.05 20 7 1769412
1689 "Disk" "Croker river" 0.05 20 7 4153740
1690 "Ellipsoid" "Croker river" 0.05 20 7 1127509
1691 "Disk" "Phillip SW Belize" 0 20 7 3502370
1692 "Ellipsoid" "Phillip SW Belize" 0 20 7 2247620
1693 "Disk" "Lake Charles" 0 20 7 3569702
1694 "Ellipsoid" "Lake Charles" 0 20 7 2226147
1695 "Disk" "McMinnville" 0 20 7 3712514
1696 "Ellipsoid" "McMinnville" 0 20 7 1968322
1697 "Disk" "Lindenberg" 0 20 7 3653301
1698 "Ellipsoid" "Lindenberg" 0 20 7 1769412
1699 "Disk" "Croker river" 0 20 7 4153740
1700 "Ellipsoid" "Croker river" 0 20 7 1127509
1701 "Disk" "Phillip SW Belize" 0.2 25 7 4083860
1702 "Ellipsoid" "Phillip SW Belize" 0.2 25 7 2883918
1703 "Disk" "Lake Charles" 0.2 25 7 4182814
1704 "Ellipsoid" "Lake Charles" 0.2 25 7 2904005
1705 "Disk" "McMinnville" 0.2 25 7 4332584
1706 "Ellipsoid" "McMinnville" 0.2 25 7 2671568
1707 "Disk" "Lindenberg" 0.2 25 7 4262993
1708 "Ellipsoid" "Lindenberg" 0.2 25 7 2475384
1709 "Disk" "Croker river" 0.2 25 7 4637567
1710 "Ellipsoid" "Croker river" 0.2 25 7 1761598
1711 "Disk" "Phillip SW Belize" 0.15 25 7 4083860
1712 "Ellipsoid" "Phillip SW Belize" 0.15 25 7 2883918
1713 "Disk" "Lake Charles" 0.15 25 7 4182814
1714 "Ellipsoid" "Lake Charles" 0.15 25 7 2904005
1715 "Disk" "McMinnville" 0.15 25 7 4332584
1716 "Ellipsoid" "McMinnville" 0.15 25 7 2671568
1717 "Disk" "Lindenberg" 0.15 25 7 4262993
1718 "Ellipsoid" "Lindenberg" 0.15 25 7 2475384
1719 "Disk" "Croker river" 0.15 25 7 4637567
1720 "Ellipsoid" "Croker river" 0.15 25 7 1761598
1721 "Disk" "Phillip SW Belize" 0.1 25 7 4083860
1722 "Ellipsoid" "Phillip SW Belize" 0.1 25 7 2883918
1723 "Disk" "Lake Charles" 0.1 25 7 4182814
1724 "Ellipsoid" "Lake Charles" 0.1 25 7 2904005
1725 "Disk" "McMinnville" 0.1 25 7 4332584
1726 "Ellipsoid" "McMinnville" 0.1 25 7 2671568
1727 "Disk" "Lindenberg" 0.1 25 7 4262993
1728 "Ellipsoid" "Lindenberg" 0.1 25 7 2475384
1729 "Disk" "Croker river" 0.1 25 7 4637567
1730 "Ellipsoid" "Croker river" 0.1 25 7 1761598
1731 "Disk" "Phillip SW Belize" 0.05 25 7 4083860
1732 "Ellipsoid" "Phillip SW Belize" 0.05 25 7 2883918
1733 "Disk" "Lake Charles" 0.05 25 7 4182814
1734 "Ellipsoid" "Lake Charles" 0.05 25 7 2904005
1735 "Disk" "McMinnville" 0.05 25 7 4332584
1736 "Ellipsoid" "McMinnville" 0.05 25 7 2671568
1737 "Disk" "Lindenberg" 0.05 25 7 4262993
1738 "Ellipsoid" "Lindenberg" 0.05 25 7 2475384
1739 "Disk" "Croker river" 0.05 25 7 4637567
1740 "Ellipsoid" "Croker river" 0.05 25 7 1761598
1741 "Disk" "Phillip SW Belize" 0 25 7 4083860
1742 "Ellipsoid" "Phillip SW Belize" 0 25 7 2883918
1743 "Disk" "Lake Charles" 0 25 7 4182814
1744 "Ellipsoid" "Lake Charles" 0 25 7 2904005
1745 "Disk" "McMinnville" 0 25 7 4332584
1746 "Ellipsoid" "McMinnville" 0 25 7 2671568
1747 "Disk" "Lindenberg" 0 25 7 4262993
1748 "Ellipsoid" "Lindenberg" 0 25 7 2475384
1749 "Disk" "Croker river" 0 25 7 4637567
1750 "Ellipsoid" "Croker river" 0 25 7 1761598
1751 "Disk" "Phillip SW Belize" 0.2 5 8 1878746
1752 "Ellipsoid" "Phillip SW Belize" 0.2 5 8 721401
1753 "Disk" "Lake Charles" 0.2 5 8 1938176
1754 "Ellipsoid" "Lake Charles" 0.2 5 8 648664
1755 "Disk" "McMinnville" 0.2 5 8 2253761
1756 "Ellipsoid" "McMinnville" 0.2 5 8 464135
1757 "Disk" "Lindenberg" 0.2 5 8 2272352
1758 "Ellipsoid" "Lindenberg" 0.2 5 8 357682
1759 "Disk" "Croker river" 0.2 5 8 3376949
1760 "Ellipsoid" "Croker river" 0.2 5 8 132082
1761 "Disk" "Phillip SW Belize" 0.15 5 8 1878746
1762 "Ellipsoid" "Phillip SW Belize" 0.15 5 8 721401
1763 "Disk" "Lake Charles" 0.15 5 8 1938176
1764 "Ellipsoid" "Lake Charles" 0.15 5 8 648664
1765 "Disk" "McMinnville" 0.15 5 8 2253761
1766 "Ellipsoid" "McMinnville" 0.15 5 8 464135
1767 "Disk" "Lindenberg" 0.15 5 8 2272352
1768 "Ellipsoid" "Lindenberg" 0.15 5 8 357682
1769 "Disk" "Croker river" 0.15 5 8 3376949
1770 "Ellipsoid" "Croker river" 0.15 5 8 132082
1771 "Disk" "Phillip SW Belize" 0.1 5 8 1878746
1772 "Ellipsoid" "Phillip SW Belize" 0.1 5 8 721401
1773 "Disk" "Lake Charles" 0.1 5 8 1938176
1774 "Ellipsoid" "Lake Charles" 0.1 5 8 648664
1775 "Disk" "McMinnville" 0.1 5 8 2253761
1776 "Ellipsoid" "McMinnville" 0.1 5 8 464135
1777 "Disk" "Lindenberg" 0.1 5 8 2272352
1778 "Ellipsoid" "Lindenberg" 0.1 5 8 357682
1779 "Disk" "Croker river" 0.1 5 8 3376949
1780 "Ellipsoid" "Croker river" 0.1 5 8 132082
1781 "Disk" "Phillip SW Belize" 0.05 5 8 1878746
1782 "Ellipsoid" "Phillip SW Belize" 0.05 5 8 721401
1783 "Disk" "Lake Charles" 0.05 5 8 1938176
1784 "Ellipsoid" "Lake Charles" 0.05 5 8 648664
1785 "Disk" "McMinnville" 0.05 5 8 2253761
1786 "Ellipsoid" "McMinnville" 0.05 5 8 464135
1787 "Disk" "Lindenberg" 0.05 5 8 2272352
1788 "Ellipsoid" "Lindenberg" 0.05 5 8 357682
1789 "Disk" "Croker river" 0.05 5 8 3376949
1790 "Ellipsoid" "Croker river" 0.05 5 8 132082
1791 "Disk" "Phillip SW Belize" 0 5 8 1878746
1792 "Ellipsoid" "Phillip SW Belize" 0 5 8 721401
1793 "Disk" "Lake Charles" 0 5 8 1938176
1794 "Ellipsoid" "Lake Charles" 0 5 8 648664
1795 "Disk" "McMinnville" 0 5 8 2253761
1796 "Ellipsoid" "McMinnville" 0 5 8 464135
1797 "Disk" "Lindenberg" 0 5 8 2272352
1798 "Ellipsoid" "Lindenberg" 0 5 8 357682
1799 "Disk" "Croker river" 0 5 8 3376949
1800 "Ellipsoid" "Croker river" 0 5 8 132082
1801 "Disk" "Phillip SW Belize" 0.2 10 8 2078615
1802 "Ellipsoid" "Phillip SW Belize" 0.2 10 8 881953
1803 "Disk" "Lake Charles" 0.2 10 8 2153157
1804 "Ellipsoid" "Lake Charles" 0.2 10 8 817342
1805 "Disk" "McMinnville" 0.2 10 8 2468158
1806 "Ellipsoid" "McMinnville" 0.2 10 8 622501
1807 "Disk" "Lindenberg" 0.2 10 8 2477629
1808 "Ellipsoid" "Lindenberg" 0.2 10 8 505220
1809 "Disk" "Croker river" 0.2 10 8 3536508
1810 "Ellipsoid" "Croker river" 0.2 10 8 225621
1811 "Disk" "Phillip SW Belize" 0.15 10 8 2078615
1812 "Ellipsoid" "Phillip SW Belize" 0.15 10 8 881953
1813 "Disk" "Lake Charles" 0.15 10 8 2153157
1814 "Ellipsoid" "Lake Charles" 0.15 10 8 817342
1815 "Disk" "McMinnville" 0.15 10 8 2468158
1816 "Ellipsoid" "McMinnville" 0.15 10 8 622501
1817 "Disk" "Lindenberg" 0.15 10 8 2477629
1818 "Ellipsoid" "Lindenberg" 0.15 10 8 505220
1819 "Disk" "Croker river" 0.15 10 8 3536508
1820 "Ellipsoid" "Croker river" 0.15 10 8 225621
1821 "Disk" "Phillip SW Belize" 0.1 10 8 2078615
1822 "Ellipsoid" "Phillip SW Belize" 0.1 10 8 881953
1823 "Disk" "Lake Charles" 0.1 10 8 2153157
1824 "Ellipsoid" "Lake Charles" 0.1 10 8 817342
1825 "Disk" "McMinnville" 0.1 10 8 2468158
1826 "Ellipsoid" "McMinnville" 0.1 10 8 622501
1827 "Disk" "Lindenberg" 0.1 10 8 2477629
1828 "Ellipsoid" "Lindenberg" 0.1 10 8 505220
1829 "Disk" "Croker river" 0.1 10 8 3536508
1830 "Ellipsoid" "Croker river" 0.1 10 8 225621
1831 "Disk" "Phillip SW Belize" 0.05 10 8 2078615
1832 "Ellipsoid" "Phillip SW Belize" 0.05 10 8 881953
1833 "Disk" "Lake Charles" 0.05 10 8 2153157
1834 "Ellipsoid" "Lake Charles" 0.05 10 8 817342
1835 "Disk" "McMinnville" 0.05 10 8 2468158
1836 "Ellipsoid" "McMinnville" 0.05 10 8 622501
1837 "Disk" "Lindenberg" 0.05 10 8 2477629
1838 "Ellipsoid" "Lindenberg" 0.05 10 8 505220
1839 "Disk" "Croker river" 0.05 10 8 3536508
1840 "Ellipsoid" "Croker river" 0.05 10 8 225621
1841 "Disk" "Phillip SW Belize" 0 10 8 2078615
1842 "Ellipsoid" "Phillip SW Belize" 0 10 8 881953
1843 "Disk" "Lake Charles" 0 10 8 2153157
1844 "Ellipsoid" "Lake Charles" 0 10 8 817342
1845 "Disk" "McMinnville" 0 10 8 2468158
1846 "Ellipsoid" "McMinnville" 0 10 8 622501
1847 "Disk" "Lindenberg" 0 10 8 2477629
1848 "Ellipsoid" "Lindenberg" 0 10 8 505220
1849 "Disk" "Croker river" 0 10 8 3536508
1850 "Ellipsoid" "Croker river" 0 10 8 225621
1851 "Disk" "Phillip SW Belize" 0.2 15 8 2461443
1852 "Ellipsoid" "Phillip SW Belize" 0.2 15 8 1206443
1853 "Disk" "Lake Charles" 0.2 15 8 2567820
1854 "Ellipsoid" "Lake Charles" 0.2 15 8 1178463
1855 "Disk" "McMinnville" 0.2 15 8 2915750
1856 "Ellipsoid" "McMinnville" 0.2 15 8 1006988
1857 "Disk" "Lindenberg" 0.2 15 8 2926195
1858 "Ellipsoid" "Lindenberg" 0.2 15 8 888533
1859 "Disk" "Croker river" 0.2 15 8 3901746
1860 "Ellipsoid" "Croker river" 0.2 15 8 547282
1861 "Disk" "Phillip SW Belize" 0.15 15 8 2461443
1862 "Ellipsoid" "Phillip SW Belize" 0.15 15 8 1206443
